date,round,home_team,away_team,home_score,away_score,home_odds,away_odds,overtime,home_win,total_points,point_diff,is_allstar
2025-10-18,Pre-season,San Antonio Spurs,Indiana Pacers,133,104,1.48,2.62,False,True,237,29,False
2025-10-18,Pre-season,Los Angeles Lakers,Sacramento Kings,116,117,1.35,3.14,False,False,233,-1,False
2025-10-22,,Los Angeles Lakers,Golden State Warriors,109,119,2.16,1.72,False,False,228,-10,False
2025-10-22,,Oklahoma City Thunder,Houston Rockets,125,124,1.37,3.14,True,True,249,1,False
2025-10-23,,Memphis Grizzlies,New Orleans Pelicans,128,122,1.58,2.42,False,True,250,6,False
2025-10-23,,Chicago Bulls,Detroit Pistons,115,111,2.26,1.66,False,True,226,4,False
2025-10-23,,Orlando Magic,Miami Heat,125,121,1.28,3.72,False,True,246,4,False
2025-10-23,,New York Knicks,Cleveland Cavaliers,119,111,2.01,1.85,False,True,230,8,False
2025-10-23,,Charlotte Hornets,Brooklyn Nets,136,117,1.49,2.66,False,True,253,19,False
2025-10-23,,Boston Celtics,Philadelphia 76ers,116,117,1.49,2.66,False,False,233,-1,False
2025-10-23,,Atlanta Hawks,Toronto Raptors,118,138,1.45,2.81,False,False,256,-20,False
2025-10-23,,Milwaukee Bucks,Washington Wizards,133,120,1.22,4.34,False,True,253,13,False
2025-10-23,,Utah Jazz,Los Angeles Clippers,129,108,4.16,1.24,False,True,237,21,False
2025-10-23,,Dallas Mavericks,San Antonio Spurs,92,125,1.64,2.31,False,False,217,-33,False
2025-10-23,,Phoenix Suns,Sacramento Kings,120,116,1.6,2.39,False,True,236,4,False
2025-10-23,,Portland Trail Blazers,Minnesota Timberwolves,114,118,2.55,1.53,False,False,232,-4,False
2025-10-24,,Indiana Pacers,Oklahoma City Thunder,135,141,3.4,1.32,True,False,276,-6,False
2025-10-24,,Golden State Warriors,Denver Nuggets,137,131,1.83,2.0,True,True,268,6,False
2025-10-25,,Los Angeles Clippers,Phoenix Suns,129,102,1.21,4.41,False,True,231,27,False
2025-10-25,,Sacramento Kings,Utah Jazz,105,104,1.45,2.8,False,True,209,1,False
2025-10-25,,Portland Trail Blazers,Golden State Warriors,139,119,2.22,1.68,False,True,258,20,False
2025-10-25,,Memphis Grizzlies,Miami Heat,114,146,1.66,2.25,False,False,260,-32,False
2025-10-25,,Los Angeles Lakers,Minnesota Timberwolves,128,110,2.03,1.81,False,True,238,18,False
2025-10-25,,Dallas Mavericks,Washington Wizards,107,117,1.21,4.44,False,False,224,-10,False
2025-10-25,,New Orleans Pelicans,San Antonio Spurs,116,120,2.46,1.56,True,False,236,-4,False
2025-10-25,,New York Knicks,Boston Celtics,105,95,1.56,2.46,False,True,200,10,False
2025-10-25,,Orlando Magic,Atlanta Hawks,107,111,1.44,2.82,False,False,218,-4,False
2025-10-25,,Houston Rockets,Detroit Pistons,111,115,1.38,3.1,False,False,226,-4,False
2025-10-25,,Brooklyn Nets,Cleveland Cavaliers,124,131,5.7,1.14,False,False,255,-7,False
2025-10-25,,Toronto Raptors,Milwaukee Bucks,116,122,1.79,2.06,False,False,238,-6,False
2025-10-26,,Orlando Magic,Chicago Bulls,98,110,1.41,2.93,False,False,208,-12,False
2025-10-26,,Philadelphia 76ers,Charlotte Hornets,125,121,1.53,2.52,False,True,246,4,False
2025-10-26,,Atlanta Hawks,Oklahoma City Thunder,100,117,3.69,1.28,False,False,217,-17,False
2025-10-26,,Memphis Grizzlies,Indiana Pacers,128,103,1.76,2.09,False,True,231,25,False
2025-10-26,,Denver Nuggets,Phoenix Suns,133,111,1.13,6.15,False,True,244,22,False
2025-10-27,,Los Angeles Clippers,Portland Trail Blazers,114,107,1.3,3.57,False,True,221,7,False
2025-10-27,,Washington Wizards,Charlotte Hornets,113,139,1.78,2.06,False,False,252,-26,False
2025-10-27,,Dallas Mavericks,Toronto Raptors,139,129,1.95,1.87,False,True,268,10,False
2025-10-27,,Minnesota Timberwolves,Indiana Pacers,114,110,1.17,5.25,False,True,224,4,False
2025-10-27,,San Antonio Spurs,Brooklyn Nets,118,107,1.18,4.96,False,True,225,11,False
2025-10-27,,Cleveland Cavaliers,Milwaukee Bucks,118,113,1.37,3.1,False,True,231,5,False
2025-10-27,,Miami Heat,New York Knicks,115,107,2.31,1.63,False,True,222,8,False
2025-10-27,,Detroit Pistons,Boston Celtics,119,113,1.71,2.16,False,True,232,6,False
2025-10-27,,Sacramento Kings,Los Angeles Lakers,120,127,1.61,2.33,False,False,247,-7,False
2025-10-28,,San Antonio Spurs,Toronto Raptors,121,103,1.54,2.51,False,True,224,18,False
2025-10-28,,Utah Jazz,Phoenix Suns,138,134,1.82,2.02,True,True,272,4,False
2025-10-28,,Golden State Warriors,Memphis Grizzlies,131,118,1.27,3.71,False,True,249,13,False
2025-10-28,,Minnesota Timberwolves,Denver Nuggets,114,127,2.93,1.41,False,False,241,-13,False
2025-10-28,,Dallas Mavericks,Oklahoma City Thunder,94,101,3.96,1.26,False,False,195,-7,False
2025-10-28,,Philadelphia 76ers,Orlando Magic,136,124,2.97,1.41,False,True,260,12,False
2025-10-28,,New Orleans Pelicans,Boston Celtics,90,122,2.56,1.53,False,False,212,-32,False
2025-10-28,,Detroit Pistons,Cleveland Cavaliers,95,116,2.11,1.75,False,False,211,-21,False
2025-10-28,,Chicago Bulls,Atlanta Hawks,128,123,2.19,1.69,False,True,251,5,False
2025-10-28,,Houston Rockets,Brooklyn Nets,137,109,1.08,8.33,False,True,246,28,False
2025-10-28,,Los Angeles Lakers,Portland Trail Blazers,108,122,2.25,1.66,False,False,230,-14,False
2025-10-29,,Milwaukee Bucks,New York Knicks,121,111,2.1,1.76,False,True,232,10,False
2025-10-29,,Golden State Warriors,Los Angeles Clippers,98,79,2.02,1.82,False,True,177,19,False
2025-10-29,,Washington Wizards,Philadelphia 76ers,134,139,2.57,1.52,True,False,273,-5,False
2025-10-29,,Miami Heat,Charlotte Hornets,144,117,1.52,2.57,False,True,261,27,False
2025-10-29,,Oklahoma City Thunder,Sacramento Kings,107,101,1.26,4.01,False,True,208,6,False
2025-10-30,,Minnesota Timberwolves,Los Angeles Lakers,115,116,1.34,3.34,False,False,231,-1,False
2025-10-30,,Utah Jazz,Portland Trail Blazers,134,136,2.23,1.67,False,False,270,-2,False
2025-10-30,,Denver Nuggets,New Orleans Pelicans,122,88,1.15,5.59,False,True,210,34,False
2025-10-30,,Phoenix Suns,Memphis Grizzlies,113,114,2.11,1.74,False,False,227,-1,False
2025-10-30,,Dallas Mavericks,Indiana Pacers,107,105,1.42,2.91,False,True,212,2,False
2025-10-30,,Toronto Raptors,Houston Rockets,121,139,2.84,1.44,False,False,260,-18,False
2025-10-30,,Brooklyn Nets,Atlanta Hawks,112,117,3.61,1.3,False,False,229,-5,False
2025-10-30,,Boston Celtics,Cleveland Cavaliers,125,105,2.35,1.61,False,True,230,20,False
2025-10-30,,Detroit Pistons,Orlando Magic,135,116,2.06,1.79,False,True,251,19,False
2025-10-30,,Chicago Bulls,Sacramento Kings,126,113,1.53,2.54,False,True,239,13,False
2025-10-31,,Charlotte Hornets,Orlando Magic,107,123,2.3,1.64,False,False,230,-16,False
2025-10-31,,Oklahoma City Thunder,Washington Wizards,127,108,1.08,8.3,False,True,235,19,False
2025-10-31,,Milwaukee Bucks,Golden State Warriors,120,110,3.3,1.35,False,True,230,10,False
2025-10-31,,San Antonio Spurs,Miami Heat,107,101,1.43,2.87,False,True,208,6,False
2025-11-01,,Memphis Grizzlies,Los Angeles Lakers,112,117,2.08,1.77,False,False,229,-5,False
2025-11-01,,Cleveland Cavaliers,Toronto Raptors,101,112,1.51,2.62,False,False,213,-11,False
2025-11-01,,Chicago Bulls,New York Knicks,135,125,2.57,1.52,False,True,260,10,False
2025-11-01,,Indiana Pacers,Atlanta Hawks,108,128,2.11,1.75,False,False,236,-20,False
2025-11-01,,Philadelphia 76ers,Boston Celtics,108,109,1.97,1.86,False,False,217,-1,False
2025-11-01,,Portland Trail Blazers,Denver Nuggets,109,107,2.78,1.45,False,True,216,2,False
2025-11-01,,Los Angeles Clippers,New Orleans Pelicans,126,124,1.18,4.9,False,True,250,2,False
2025-11-01,,Phoenix Suns,Utah Jazz,118,96,1.66,2.26,False,True,214,22,False
2025-11-02,,Indiana Pacers,Golden State Warriors,114,109,4.71,1.2,False,True,223,5,False
2025-11-02,,Boston Celtics,Houston Rockets,101,128,2.63,1.5,False,False,229,-27,False
2025-11-02,,Detroit Pistons,Dallas Mavericks,122,110,1.34,3.33,False,True,232,12,False
2025-11-02,,Milwaukee Bucks,Sacramento Kings,133,135,1.4,2.99,False,False,268,-2,False
2025-11-02,,Washington Wizards,Orlando Magic,94,125,3.94,1.26,False,False,219,-31,False
2025-11-02,,Charlotte Hornets,Minnesota Timberwolves,105,122,2.54,1.53,False,False,227,-17,False
2025-11-03,,Toronto Raptors,Memphis Grizzlies,117,104,1.55,2.5,False,True,221,13,False
2025-11-03,,Oklahoma City Thunder,New Orleans Pelicans,137,106,1.13,6.0,False,True,243,31,False
2025-11-03,,Phoenix Suns,San Antonio Spurs,130,118,2.74,1.46,False,True,248,12,False
2025-11-03,,New York Knicks,Chicago Bulls,128,116,1.35,3.27,False,True,244,12,False
2025-11-03,,Cleveland Cavaliers,Atlanta Hawks,117,109,1.41,2.96,False,True,226,8,False
2025-11-03,,Los Angeles Lakers,Miami Heat,130,120,1.52,2.6,False,True,250,10,False
2025-11-03,,Charlotte Hornets,Utah Jazz,126,103,2.01,1.82,False,True,229,23,False
2025-11-03,,Brooklyn Nets,Philadelphia 76ers,105,129,2.61,1.51,False,False,234,-24,False
2025-11-04,,Indiana Pacers,Milwaukee Bucks,115,117,2.89,1.42,False,False,232,-2,False
2025-11-04,,Brooklyn Nets,Minnesota Timberwolves,109,125,4.15,1.24,False,False,234,-16,False
2025-11-04,,New York Knicks,Washington Wizards,119,102,1.14,5.78,False,True,221,17,False
2025-11-04,,Boston Celtics,Utah Jazz,103,105,1.21,4.55,False,False,208,-2,False
2025-11-04,,Memphis Grizzlies,Detroit Pistons,106,114,2.48,1.55,False,False,220,-8,False
2025-11-04,,Houston Rockets,Dallas Mavericks,110,102,1.15,5.72,False,True,212,8,False
2025-11-04,,Denver Nuggets,Sacramento Kings,130,124,1.17,5.11,False,True,254,6,False
2025-11-04,,Portland Trail Blazers,Los Angeles Lakers,115,123,1.26,3.99,False,False,238,-8,False
2025-11-04,,Los Angeles Clippers,Miami Heat,119,120,1.33,3.41,False,False,239,-1,False
2025-11-05,,Atlanta Hawks,Orlando Magic,127,112,2.37,1.61,False,True,239,15,False
2025-11-05,,Los Angeles Clippers,Oklahoma City Thunder,107,126,3.62,1.3,False,False,233,-19,False
2025-11-05,,Golden State Warriors,Phoenix Suns,118,107,1.21,4.57,False,True,225,11,False
2025-11-05,,Toronto Raptors,Milwaukee Bucks,128,100,1.74,2.13,False,True,228,28,False
2025-11-05,,New Orleans Pelicans,Charlotte Hornets,116,112,1.68,2.23,False,True,228,4,False
2025-11-05,,Chicago Bulls,Philadelphia 76ers,113,111,1.79,2.06,False,True,224,2,False
2025-11-06,,Denver Nuggets,Miami Heat,122,112,1.25,4.04,False,True,234,10,False
2025-11-06,,Los Angeles Lakers,San Antonio Spurs,118,116,1.95,1.88,False,True,234,2,False
2025-11-06,,Portland Trail Blazers,Oklahoma City Thunder,121,119,2.43,1.57,False,True,240,2,False
2025-11-06,,Dallas Mavericks,New Orleans Pelicans,99,101,1.31,3.52,False,False,200,-2,False
2025-11-06,,Indiana Pacers,Brooklyn Nets,103,112,1.38,3.08,False,False,215,-9,False
2025-11-06,,Sacramento Kings,Golden State Warriors,121,116,1.7,2.19,False,True,237,5,False
2025-11-06,,New York Knicks,Minnesota Timberwolves,137,114,1.63,2.31,False,True,251,23,False
2025-11-06,,Cleveland Cavaliers,Philadelphia 76ers,132,121,1.19,4.79,False,True,253,11,False
2025-11-06,,Detroit Pistons,Utah Jazz,114,103,1.22,4.33,False,True,217,11,False
2025-11-06,,Memphis Grizzlies,Houston Rockets,109,124,3.48,1.32,False,False,233,-15,False
2025-11-06,,Boston Celtics,Washington Wizards,136,107,1.14,5.73,False,True,243,29,False
2025-11-07,,Phoenix Suns,Los Angeles Clippers,115,102,1.7,2.19,False,True,217,13,False
2025-11-08,,Miami Heat,Charlotte Hornets,126,108,1.36,3.22,False,True,234,18,False
2025-11-08,,Memphis Grizzlies,Dallas Mavericks,118,104,1.55,2.5,False,True,222,14,False
2025-11-08,,Milwaukee Bucks,Chicago Bulls,126,110,1.55,2.48,False,True,236,16,False
2025-11-08,,Denver Nuggets,Golden State Warriors,129,104,1.23,4.32,False,True,233,25,False
2025-11-08,,San Antonio Spurs,Houston Rockets,121,110,2.46,1.57,False,True,231,11,False
2025-11-08,,Sacramento Kings,Oklahoma City Thunder,101,132,5.29,1.16,False,False,233,-31,False
2025-11-08,,Orlando Magic,Boston Celtics,123,110,1.61,2.36,False,True,233,13,False
2025-11-08,,Washington Wizards,Cleveland Cavaliers,115,148,6.62,1.12,False,False,263,-33,False
2025-11-08,,Minnesota Timberwolves,Utah Jazz,137,97,1.15,5.64,False,True,234,40,False
2025-11-08,,Brooklyn Nets,Detroit Pistons,107,125,4.67,1.2,False,False,232,-18,False
2025-11-08,,Atlanta Hawks,Toronto Raptors,97,109,1.75,2.12,False,False,206,-12,False
2025-11-09,,Atlanta Hawks,Los Angeles Lakers,122,102,2.72,1.47,False,True,224,20,False
2025-11-09,,Denver Nuggets,Indiana Pacers,117,100,1.21,4.46,False,True,217,17,False
2025-11-09,,Cleveland Cavaliers,Chicago Bulls,128,122,1.27,3.82,False,True,250,6,False
2025-11-09,,Los Angeles Clippers,Phoenix Suns,103,114,1.53,2.56,False,False,217,-11,False
2025-11-09,,San Antonio Spurs,New Orleans Pelicans,126,119,1.18,5.04,False,True,245,7,False
2025-11-09,,Philadelphia 76ers,Toronto Raptors,130,120,1.49,2.66,False,True,250,10,False
2025-11-09,,Miami Heat,Portland Trail Blazers,136,131,2.37,1.61,False,True,267,5,False
2025-11-09,,Washington Wizards,Dallas Mavericks,105,111,2.53,1.54,False,False,216,-6,False
2025-11-10,,Milwaukee Bucks,Houston Rockets,115,122,2.43,1.58,False,False,237,-7,False
2025-11-10,,Memphis Grizzlies,Oklahoma City Thunder,100,114,4.82,1.19,False,False,214,-14,False
2025-11-10,,New York Knicks,Brooklyn Nets,134,98,1.08,8.38,False,True,232,36,False
2025-11-10,,Orlando Magic,Boston Celtics,107,111,1.62,2.34,False,False,218,-4,False
2025-11-10,,Philadelphia 76ers,Detroit Pistons,108,111,2.52,1.54,False,False,219,-3,False
2025-11-10,,Golden State Warriors,Indiana Pacers,114,83,1.14,5.74,False,True,197,31,False
2025-11-10,,Sacramento Kings,Minnesota Timberwolves,117,144,2.62,1.51,False,False,261,-27,False
2025-11-11,,Miami Heat,Cleveland Cavaliers,140,138,3.45,1.32,True,True,278,2,False
2025-11-11,,Orlando Magic,Portland Trail Blazers,115,112,1.79,2.06,False,True,227,3,False
2025-11-11,,Utah Jazz,Minnesota Timberwolves,113,120,3.41,1.33,False,False,233,-7,False
2025-11-11,,Los Angeles Clippers,Atlanta Hawks,102,105,1.52,2.58,False,False,207,-3,False
2025-11-11,,Chicago Bulls,San Antonio Spurs,117,121,2.61,1.51,False,False,238,-4,False
2025-11-11,,Detroit Pistons,Washington Wizards,137,135,1.16,5.4,True,True,272,2,False
2025-11-11,,Dallas Mavericks,Milwaukee Bucks,114,116,2.36,1.61,False,False,230,-2,False
2025-11-11,,Charlotte Hornets,Los Angeles Lakers,111,121,3.75,1.28,False,False,232,-10,False
2025-11-11,,Phoenix Suns,New Orleans Pelicans,121,98,1.28,3.75,False,True,219,23,False
2025-11-12,,New York Knicks,Memphis Grizzlies,133,120,1.22,4.33,False,True,253,13,False
2025-11-12,,Brooklyn Nets,Toronto Raptors,109,119,4.33,1.22,False,False,228,-10,False
2025-11-12,,Oklahoma City Thunder,Golden State Warriors,126,102,1.31,3.51,False,True,228,24,False
2025-11-12,,Philadelphia 76ers,Boston Celtics,102,100,2.05,1.8,False,True,202,2,False
2025-11-12,,Utah Jazz,Indiana Pacers,152,128,2.16,1.72,False,True,280,24,False
2025-11-12,,Sacramento Kings,Denver Nuggets,108,122,3.73,1.28,False,False,230,-14,False
2025-11-13,,Dallas Mavericks,Phoenix Suns,114,123,2.11,1.75,False,False,237,-9,False
2025-11-13,,Los Angeles Clippers,Denver Nuggets,116,130,2.61,1.51,False,False,246,-14,False
2025-11-13,,Oklahoma City Thunder,Los Angeles Lakers,121,92,1.3,3.59,False,True,213,29,False
2025-11-13,,Houston Rockets,Washington Wizards,135,112,1.06,9.64,False,True,247,23,False
2025-11-13,,New Orleans Pelicans,Portland Trail Blazers,117,125,3.7,1.28,False,False,242,-8,False
2025-11-13,,Sacramento Kings,Atlanta Hawks,100,133,2.48,1.56,False,False,233,-33,False
2025-11-13,,Boston Celtics,Memphis Grizzlies,131,95,1.31,3.57,False,True,226,36,False
2025-11-13,,Miami Heat,Cleveland Cavaliers,116,130,1.49,2.68,False,False,246,-14,False
2025-11-13,,Charlotte Hornets,Milwaukee Bucks,111,100,2.17,1.71,False,True,211,11,False
2025-11-13,,New York Knicks,Orlando Magic,107,124,1.56,2.48,False,False,231,-17,False
2025-11-13,,San Antonio Spurs,Golden State Warriors,120,125,1.61,2.36,False,False,245,-5,False
2025-11-13,,Detroit Pistons,Chicago Bulls,124,113,2.27,1.65,False,True,237,11,False
2025-11-14,,Cleveland Cavaliers,Toronto Raptors,113,126,1.34,3.32,False,False,239,-13,False
2025-11-14,,Phoenix Suns,Indiana Pacers,133,98,1.59,2.43,False,True,231,35,False
2025-11-14,,Utah Jazz,Atlanta Hawks,122,132,2.05,1.81,False,False,254,-10,False
2025-11-15,,Orlando Magic,Brooklyn Nets,105,98,1.1,7.26,False,True,203,7,False
2025-11-15,,San Antonio Spurs,Golden State Warriors,108,109,1.69,2.22,False,False,217,-1,False
2025-11-15,,Dallas Mavericks,Los Angeles Clippers,127,133,2.29,1.65,True,False,260,-6,False
2025-11-15,,Houston Rockets,Portland Trail Blazers,140,116,1.33,3.42,False,True,256,24,False
2025-11-15,,Detroit Pistons,Philadelphia 76ers,114,105,1.85,2.0,False,True,219,9,False
2025-11-15,,Minnesota Timberwolves,Sacramento Kings,124,110,1.16,5.36,False,True,234,14,False
2025-11-15,,New York Knicks,Miami Heat,140,132,1.39,3.05,False,True,272,8,False
2025-11-15,,New Orleans Pelicans,Los Angeles Lakers,104,118,4.45,1.22,False,False,222,-14,False
2025-11-15,,Milwaukee Bucks,Charlotte Hornets,147,134,1.26,3.96,True,True,281,13,False
2025-11-16,,Cleveland Cavaliers,Memphis Grizzlies,108,100,1.19,4.88,False,True,208,8,False
2025-11-16,,Charlotte Hornets,Oklahoma City Thunder,96,109,10.22,1.06,False,False,205,-13,False
2025-11-16,,Milwaukee Bucks,Los Angeles Lakers,95,119,1.83,2.02,False,False,214,-24,False
2025-11-16,,Minnesota Timberwolves,Denver Nuggets,112,123,1.98,1.87,False,False,235,-11,False
2025-11-16,,Indiana Pacers,Toronto Raptors,111,129,3.11,1.38,False,False,240,-18,False
2025-11-17,,Boston Celtics,Los Angeles Clippers,121,118,1.48,2.72,False,True,239,3,False
2025-11-17,,Dallas Mavericks,Portland Trail Blazers,138,133,2.34,1.63,True,True,271,5,False
2025-11-17,,Phoenix Suns,Atlanta Hawks,122,124,1.82,2.03,False,False,246,-2,False
2025-11-17,,Utah Jazz,Chicago Bulls,150,147,2.56,1.53,True,True,297,3,False
2025-11-17,,San Antonio Spurs,Sacramento Kings,123,110,1.42,2.94,False,True,233,13,False
2025-11-17,,New Orleans Pelicans,Golden State Warriors,106,124,4.89,1.19,False,False,230,-18,False
2025-11-17,,Houston Rockets,Orlando Magic,117,113,1.32,3.48,True,True,230,4,False
2025-11-17,,Washington Wizards,Brooklyn Nets,106,129,1.71,2.19,False,False,235,-23,False
2025-11-18,,Minnesota Timberwolves,Dallas Mavericks,120,96,1.1,7.23,False,True,216,24,False
2025-11-18,,Denver Nuggets,Chicago Bulls,127,130,1.12,6.67,False,False,257,-3,False
2025-11-18,,Philadelphia 76ers,Los Angeles Clippers,110,108,1.49,2.71,False,True,218,2,False
2025-11-18,,Detroit Pistons,Indiana Pacers,127,112,1.27,3.92,False,True,239,15,False
2025-11-18,,Cleveland Cavaliers,Milwaukee Bucks,118,106,1.4,3.02,False,True,224,12,False
2025-11-18,,Miami Heat,New York Knicks,115,113,1.86,1.99,False,True,228,2,False
2025-11-18,,Toronto Raptors,Charlotte Hornets,110,108,1.29,3.76,False,True,218,2,False
2025-11-18,,New Orleans Pelicans,Oklahoma City Thunder,109,126,12.17,1.04,False,False,235,-17,False
