date,round,home_team,away_team,home_score,away_score,home_odds,away_odds,overtime,home_win,total_points,point_diff
2018-01-07,,Minnesota Timberwolves,New Orleans Pelicans,116,98,1.84,2.01,False,True,214,18
2018-01-07,,Indiana Pacers,Chicago Bulls,125,86,1.41,2.93,False,True,211,39
2018-01-07,,Sacramento Kings,Denver Nuggets,106,98,3.79,1.29,False,True,204,8
2018-01-07,,Detroit Pistons,Houston Rockets,108,101,3.08,1.4,False,True,209,7
2018-01-07,,Brooklyn Nets,Boston Celtics,85,87,2.35,1.62,False,False,172,-2
2018-01-07,,Los Angeles Clippers,Golden State Warriors,105,121,4.08,1.26,False,False,226,-16
2018-01-07,,Orlando Magic,Cleveland Cavaliers,127,131,4.33,1.23,False,False,258,-4
2018-01-08,,Miami Heat,Utah Jazz,103,102,1.6,2.43,False,True,205,1
2018-01-08,,Dallas Mavericks,New York Knicks,96,100,1.47,2.78,False,False,196,-4
2018-01-08,,Phoenix Suns,Oklahoma City Thunder,114,100,3.94,1.27,False,True,214,14
2018-01-08,,Portland Trail Blazers,San Antonio Spurs,111,110,1.87,1.97,False,True,221,1
2018-01-08,,Los Angeles Lakers,Atlanta Hawks,132,113,1.64,2.34,False,True,245,19
2018-01-09,,Los Angeles Clippers,Atlanta Hawks,108,107,1.55,2.55,False,True,215,1
2018-01-09,,Golden State Warriors,Denver Nuggets,124,114,1.16,5.55,False,True,238,10
2018-01-09,,Sacramento Kings,San Antonio Spurs,100,107,2.79,1.47,False,False,207,-7
2018-01-09,,Chicago Bulls,Houston Rockets,107,116,2.96,1.42,False,False,223,-9
2018-01-09,,Minnesota Timberwolves,Cleveland Cavaliers,127,99,1.95,1.89,False,True,226,28
2018-01-09,,New Orleans Pelicans,Detroit Pistons,112,109,1.4,3.03,False,True,221,3
2018-01-09,,Brooklyn Nets,Toronto Raptors,113,114,3.48,1.32,True,False,227,-1
2018-01-09,,Indiana Pacers,Milwaukee Bucks,109,96,1.81,2.05,False,True,205,13
2018-01-10,,Toronto Raptors,Miami Heat,89,90,1.57,2.51,False,False,179,-1
2018-01-10,,Oklahoma City Thunder,Portland Trail Blazers,106,117,1.28,3.87,False,False,223,-11
2018-01-10,,Dallas Mavericks,Orlando Magic,114,99,1.34,3.37,False,True,213,15
2018-01-10,,Los Angeles Lakers,Sacramento Kings,99,86,1.28,3.89,False,True,185,13
2018-01-11,,Golden State Warriors,Los Angeles Clippers,106,125,1.12,7.02,False,False,231,-19
2018-01-11,,Denver Nuggets,Atlanta Hawks,97,110,1.22,4.55,False,False,207,-13
2018-01-11,,Houston Rockets,Portland Trail Blazers,121,112,1.34,3.41,False,True,233,9
2018-01-11,,Memphis Grizzlies,New Orleans Pelicans,105,102,1.9,1.94,False,True,207,3
2018-01-11,,Milwaukee Bucks,Orlando Magic,110,103,1.16,5.53,False,True,213,7
2018-01-11,,Charlotte Hornets,Dallas Mavericks,111,115,1.36,3.23,False,False,226,-4
2018-01-11,,Brooklyn Nets,Detroit Pistons,80,114,2.1,1.77,False,False,194,-34
2018-01-11,,New York Knicks,Chicago Bulls,119,122,1.49,2.7,True,False,241,-3
2018-01-11,,Indiana Pacers,Miami Heat,106,114,1.51,2.63,False,False,220,-8
2018-01-11,,Washington Wizards,Utah Jazz,104,107,1.28,3.85,False,False,211,-3
2018-01-11,,Minnesota Timberwolves,Oklahoma City Thunder,104,88,1.52,2.63,False,True,192,16
2018-01-12,,Philadelphia 76ers,Boston Celtics,103,114,2.1,1.76,False,False,217,-11
2018-01-12,,Toronto Raptors,Cleveland Cavaliers,133,99,2.19,1.7,False,True,232,34
2018-01-12,,Sacramento Kings,Los Angeles Clippers,115,121,2.42,1.59,False,False,236,-6
2018-01-12,,Los Angeles Lakers,San Antonio Spurs,93,81,2.16,1.73,False,True,174,12
2018-01-13,,Phoenix Suns,Houston Rockets,95,112,3.35,1.35,False,False,207,-17
2018-01-13,,Denver Nuggets,Memphis Grizzlies,87,78,1.38,3.18,False,True,165,9
2018-01-13,,Milwaukee Bucks,Golden State Warriors,94,108,2.62,1.52,False,False,202,-14
2018-01-13,,Minnesota Timberwolves,New York Knicks,118,108,1.24,4.35,False,True,226,10
2018-01-13,,Indiana Pacers,Cleveland Cavaliers,97,95,2.04,1.8,False,True,192,2
2018-01-13,,Atlanta Hawks,Brooklyn Nets,105,110,1.66,2.3,False,False,215,-5
2018-01-13,,Charlotte Hornets,Utah Jazz,99,88,1.55,2.56,False,True,187,11
2018-01-13,,Washington Wizards,Orlando Magic,125,119,1.15,5.97,False,True,244,6
2018-01-13,,New Orleans Pelicans,Portland Trail Blazers,119,113,1.6,2.43,False,True,232,6
2018-01-14,,Dallas Mavericks,Los Angeles Lakers,101,107,1.55,2.55,True,False,208,-6
2018-01-14,,Los Angeles Clippers,Sacramento Kings,126,105,1.35,3.35,False,True,231,21
2018-01-14,,Washington Wizards,Brooklyn Nets,119,113,1.21,4.76,True,True,232,6
2018-01-14,,San Antonio Spurs,Denver Nuggets,112,80,1.31,3.61,False,True,192,32
2018-01-14,,Charlotte Hornets,Oklahoma City Thunder,91,101,2.11,1.76,False,False,192,-10
2018-01-14,,Toronto Raptors,Golden State Warriors,125,127,2.92,1.43,False,False,252,-2
2018-01-14,,Chicago Bulls,Detroit Pistons,107,105,1.97,1.88,False,True,212,2
2018-01-15,,Miami Heat,Milwaukee Bucks,97,79,1.82,2.04,False,True,176,18
2018-01-15,,New York Knicks,New Orleans Pelicans,118,123,2.15,1.74,True,False,241,-5
2018-01-15,,Phoenix Suns,Indiana Pacers,97,120,2.37,1.63,False,False,217,-23
2018-01-15,,Minnesota Timberwolves,Portland Trail Blazers,120,103,1.41,3.06,False,True,223,17
2018-01-16,,Los Angeles Clippers,Houston Rockets,113,102,2.66,1.5,False,True,215,11
2018-01-16,,Utah Jazz,Indiana Pacers,94,109,1.51,2.65,False,False,203,-15
2018-01-16,,Cleveland Cavaliers,Golden State Warriors,108,118,2.96,1.41,False,False,226,-10
2018-01-16,,Memphis Grizzlies,Los Angeles Lakers,123,114,1.6,2.4,False,True,237,9
2018-01-16,,Oklahoma City Thunder,Sacramento Kings,95,88,1.11,7.32,False,True,183,7
2018-01-16,,Atlanta Hawks,San Antonio Spurs,102,99,2.84,1.44,False,True,201,3
2018-01-16,,Brooklyn Nets,New York Knicks,104,119,1.63,2.36,False,False,223,-15
2018-01-16,,Washington Wizards,Milwaukee Bucks,95,104,1.47,2.75,False,False,199,-9
2018-01-16,,Philadelphia 76ers,Toronto Raptors,117,111,2.08,1.78,False,True,228,6
2018-01-16,,Detroit Pistons,Charlotte Hornets,107,118,1.68,2.21,False,False,225,-11
2018-01-16,,Chicago Bulls,Miami Heat,119,111,1.83,2.02,False,True,230,8
2018-01-17,,Orlando Magic,Minnesota Timberwolves,108,102,4.03,1.26,False,True,210,6
2018-01-17,,Boston Celtics,New Orleans Pelicans,113,116,1.44,2.86,True,False,229,-3
2018-01-17,,Denver Nuggets,Dallas Mavericks,105,102,1.4,3.03,False,True,207,3
2018-01-17,,Portland Trail Blazers,Phoenix Suns,118,111,1.16,5.68,False,True,229,7
2018-01-18,,Chicago Bulls,Golden State Warriors,112,119,4.08,1.25,False,False,231,-7
2018-01-18,,Los Angeles Clippers,Denver Nuggets,109,104,1.56,2.5,False,True,213,5
2018-01-18,,Sacramento Kings,Utah Jazz,105,120,2.49,1.57,False,False,225,-15
2018-01-18,,Oklahoma City Thunder,Los Angeles Lakers,114,90,1.19,4.84,False,True,204,24
2018-01-18,,Brooklyn Nets,San Antonio Spurs,95,100,2.62,1.51,False,False,195,-5
2018-01-18,,Milwaukee Bucks,Miami Heat,101,106,1.54,2.55,False,False,207,-5
2018-01-18,,Atlanta Hawks,New Orleans Pelicans,94,93,2.18,1.72,False,True,187,1
2018-01-18,,Charlotte Hornets,Washington Wizards,133,109,1.78,2.09,False,True,242,24
2018-01-18,,Toronto Raptors,Detroit Pistons,96,91,1.25,4.08,False,True,187,5
2018-01-18,,Memphis Grizzlies,New York Knicks,105,99,2.15,1.74,False,True,204,6
2018-01-19,,Cleveland Cavaliers,Orlando Magic,104,103,1.12,6.84,False,True,207,1
2018-01-19,,Boston Celtics,Philadelphia 76ers,80,89,1.66,2.28,False,False,169,-9
2018-01-19,,Houston Rockets,Minnesota Timberwolves,116,98,1.48,2.71,False,True,214,18
2018-01-19,,Portland Trail Blazers,Indiana Pacers,100,86,1.54,2.56,False,True,186,14
2018-01-20,,Los Angeles Lakers,Indiana Pacers,99,86,2.09,1.77,False,True,185,13
2018-01-20,,Utah Jazz,New York Knicks,115,117,1.45,2.83,False,False,232,-2
2018-01-20,,Denver Nuggets,Phoenix Suns,100,108,1.22,4.56,False,False,208,-8
2018-01-20,,Brooklyn Nets,Miami Heat,101,95,2.31,1.64,False,True,196,6
2018-01-20,,Memphis Grizzlies,Sacramento Kings,106,88,1.4,3.04,False,True,194,18
2018-01-20,,Toronto Raptors,San Antonio Spurs,86,83,1.41,3.01,False,True,169,3
2018-01-20,,Detroit Pistons,Washington Wizards,112,122,1.91,1.93,False,False,234,-10
2018-01-21,,Minnesota Timberwolves,Toronto Raptors,115,109,2.03,1.82,False,True,224,6
2018-01-21,,Portland Trail Blazers,Dallas Mavericks,117,108,1.46,2.76,False,True,225,9
2018-01-21,,Utah Jazz,Los Angeles Clippers,125,113,1.72,2.18,False,True,238,12
2018-01-21,,Houston Rockets,Golden State Warriors,116,108,2.21,1.69,False,True,224,8
2018-01-21,,Atlanta Hawks,Chicago Bulls,97,113,1.77,2.1,False,False,210,-16
2018-01-21,,Charlotte Hornets,Miami Heat,105,106,1.35,3.3,False,False,211,-1
2018-01-21,,Cleveland Cavaliers,Oklahoma City Thunder,124,148,1.68,2.25,False,False,272,-24
2018-01-21,,Philadelphia 76ers,Milwaukee Bucks,116,94,1.32,3.52,False,True,210,22
2018-01-21,,New Orleans Pelicans,Memphis Grizzlies,111,104,1.24,4.31,False,True,215,7
2018-01-22,,Boston Celtics,Orlando Magic,95,103,1.15,5.66,False,False,198,-8
2018-01-22,,Los Angeles Lakers,New York Knicks,127,107,2.1,1.78,False,True,234,20
2018-01-22,,Detroit Pistons,Brooklyn Nets,100,101,1.41,3.0,False,False,201,-1
2018-01-22,,San Antonio Spurs,Indiana Pacers,86,94,1.42,2.94,False,False,180,-8
2018-01-23,,Charlotte Hornets,Sacramento Kings,112,107,1.16,5.57,False,True,219,5
2018-01-23,,Milwaukee Bucks,Phoenix Suns,109,105,1.47,2.77,False,True,214,4
2018-01-23,,Memphis Grizzlies,Philadelphia 76ers,105,101,2.3,1.65,False,True,206,4
2018-01-23,,Houston Rockets,Miami Heat,99,90,1.14,6.0,False,True,189,9
2018-01-23,,New Orleans Pelicans,Chicago Bulls,132,128,1.37,3.2,True,True,260,4
2018-01-23,,Dallas Mavericks,Washington Wizards,98,75,2.08,1.78,False,True,173,23
2018-01-23,,Denver Nuggets,Portland Trail Blazers,104,101,1.65,2.31,False,True,205,3
2018-01-23,,Los Angeles Clippers,Minnesota Timberwolves,118,126,1.76,2.1,False,False,244,-8
2018-01-23,,Atlanta Hawks,Utah Jazz,104,90,2.26,1.67,False,True,194,14
2018-01-24,,Los Angeles Lakers,Boston Celtics,108,107,2.7,1.48,False,True,215,1
2018-01-24,,Golden State Warriors,New York Knicks,123,112,1.04,12.18,False,True,235,11
2018-01-24,,San Antonio Spurs,Cleveland Cavaliers,114,102,2.17,1.71,False,True,216,12
2018-01-24,,Orlando Magic,Sacramento Kings,99,105,1.33,3.5,False,False,204,-6
2018-01-24,,Oklahoma City Thunder,Brooklyn Nets,109,108,1.18,5.1,False,True,217,1
2018-01-25,,Los Angeles Clippers,Boston Celtics,102,113,1.61,2.38,False,False,215,-11
2018-01-25,,Dallas Mavericks,Houston Rockets,97,104,3.29,1.35,False,False,201,-7
2018-01-25,,Memphis Grizzlies,San Antonio Spurs,85,108,2.0,1.84,False,False,193,-23
2018-01-25,,Portland Trail Blazers,Minnesota Timberwolves,123,114,1.63,2.35,False,True,237,9
2018-01-25,,Charlotte Hornets,New Orleans Pelicans,96,101,1.76,2.11,False,False,197,-5
2018-01-25,,Philadelphia 76ers,Chicago Bulls,115,101,1.43,2.93,False,True,216,14
2018-01-25,,Detroit Pistons,Utah Jazz,95,98,1.73,2.16,True,False,193,-3
2018-01-25,,Indiana Pacers,Phoenix Suns,116,101,1.36,3.26,False,True,217,15
2018-01-25,,Atlanta Hawks,Toronto Raptors,93,108,3.25,1.36,False,False,201,-15
2018-01-26,,Miami Heat,Sacramento Kings,88,89,1.21,4.66,False,False,177,-1
2018-01-26,,Oklahoma City Thunder,Washington Wizards,121,112,1.47,2.75,False,True,233,9
2018-01-26,,Denver Nuggets,New York Knicks,130,118,1.36,3.27,False,True,248,12
2018-01-26,,Golden State Warriors,Minnesota Timberwolves,126,113,1.11,7.35,False,True,239,13
2018-01-27,,San Antonio Spurs,Philadelphia 76ers,78,97,1.6,2.41,False,False,175,-19
2018-01-27,,Phoenix Suns,New York Knicks,85,107,1.95,1.88,False,False,192,-22
2018-01-27,,Dallas Mavericks,Portland Trail Blazers,93,107,1.99,1.85,False,False,200,-14
2018-01-27,,Milwaukee Bucks,Brooklyn Nets,116,91,1.39,3.08,False,True,207,25
2018-01-27,,Cleveland Cavaliers,Indiana Pacers,115,108,1.36,3.23,False,True,223,7
2018-01-27,,New Orleans Pelicans,Houston Rockets,115,113,2.58,1.53,False,True,228,2
2018-01-27,,Memphis Grizzlies,Los Angeles Clippers,100,109,2.55,1.54,False,False,209,-9
2018-01-27,,Charlotte Hornets,Atlanta Hawks,121,110,1.34,3.33,False,True,231,11
2018-01-27,,Toronto Raptors,Utah Jazz,93,97,1.26,4.06,False,False,190,-4
2018-01-27,,Chicago Bulls,Los Angeles Lakers,103,108,1.57,2.47,False,False,211,-5
2018-01-28,,Denver Nuggets,Dallas Mavericks,91,89,1.28,3.83,False,True,180,2
2018-01-28,,Golden State Warriors,Boston Celtics,109,105,1.13,6.32,False,True,214,4
2018-01-28,,Minnesota Timberwolves,Brooklyn Nets,111,97,1.13,6.31,False,True,208,14
2018-01-28,,Miami Heat,Charlotte Hornets,95,91,1.58,2.46,False,True,186,4
2018-01-28,,Indiana Pacers,Orlando Magic,114,112,1.38,3.17,False,True,226,2
2018-01-28,,Detroit Pistons,Oklahoma City Thunder,108,121,2.38,1.6,False,False,229,-13
2018-01-28,,Atlanta Hawks,Washington Wizards,104,129,2.39,1.61,False,False,233,-25
2018-01-29,,Houston Rockets,Phoenix Suns,113,102,1.06,10.56,False,True,215,11
2018-01-29,,Chicago Bulls,Milwaukee Bucks,96,110,2.16,1.73,False,False,206,-14
2018-01-29,,New Orleans Pelicans,Los Angeles Clippers,103,112,1.75,2.13,False,False,215,-9
2018-01-29,,Oklahoma City Thunder,Philadelphia 76ers,122,112,1.62,2.36,False,True,234,10
2018-01-29,,Toronto Raptors,Los Angeles Lakers,123,111,1.16,5.56,False,True,234,12
2018-01-29,,Cleveland Cavaliers,Detroit Pistons,121,104,1.29,3.77,False,True,225,17
2018-01-29,,San Antonio Spurs,Sacramento Kings,113,98,1.12,6.69,False,True,211,15
2018-01-30,,Denver Nuggets,Boston Celtics,110,111,1.8,2.06,False,False,221,-1
2018-01-30,,Dallas Mavericks,Miami Heat,88,95,2.14,1.74,False,False,183,-7
2018-01-30,,Indiana Pacers,Charlotte Hornets,105,96,1.78,2.09,False,True,201,9
2018-01-30,,Milwaukee Bucks,Philadelphia 76ers,107,95,1.38,3.18,False,True,202,12
2018-01-30,,Atlanta Hawks,Minnesota Timberwolves,105,100,3.21,1.36,False,True,205,5
2018-01-30,,Memphis Grizzlies,Phoenix Suns,120,109,1.26,4.08,False,True,229,11
2018-01-31,,Washington Wizards,Oklahoma City Thunder,102,96,2.37,1.61,False,True,198,6
2018-01-31,,Toronto Raptors,Minnesota Timberwolves,109,104,1.38,3.15,False,True,213,5
2018-01-31,,New York Knicks,Brooklyn Nets,111,95,1.44,2.89,False,True,206,16
2018-01-31,,New Orleans Pelicans,Sacramento Kings,103,114,1.24,4.29,False,False,217,-11
2018-01-31,,Houston Rockets,Orlando Magic,114,107,1.09,7.94,False,True,221,7
2018-01-31,,Detroit Pistons,Cleveland Cavaliers,125,114,3.24,1.36,False,True,239,11
2018-01-31,,San Antonio Spurs,Denver Nuggets,106,104,1.35,3.33,False,True,210,2
2018-01-31,,Utah Jazz,Golden State Warriors,129,99,3.86,1.27,False,True,228,30
2018-01-31,,Los Angeles Clippers,Portland Trail Blazers,96,104,2.22,1.7,False,False,200,-8
2018-02-01,,Phoenix Suns,Dallas Mavericks,102,88,2.22,1.69,False,True,190,14
2018-02-01,,Boston Celtics,New York Knicks,103,73,1.43,2.9,False,True,176,30
2018-02-01,,Atlanta Hawks,Charlotte Hornets,110,123,2.24,1.68,False,False,233,-13
2018-02-01,,Portland Trail Blazers,Chicago Bulls,124,108,1.27,3.96,False,True,232,16
2018-02-01,,Cleveland Cavaliers,Miami Heat,91,89,1.71,2.19,False,True,180,2
2018-02-01,,Indiana Pacers,Memphis Grizzlies,105,101,1.27,3.93,False,True,206,4
2018-02-01,,Orlando Magic,Los Angeles Lakers,127,105,2.28,1.66,False,True,232,22
2018-02-01,,Brooklyn Nets,Philadelphia 76ers,116,108,3.54,1.31,False,True,224,8
2018-02-02,,Washington Wizards,Toronto Raptors,122,119,2.45,1.58,False,True,241,3
2018-02-02,,Detroit Pistons,Memphis Grizzlies,104,102,1.25,4.12,False,True,206,2
2018-02-02,,Minnesota Timberwolves,Milwaukee Bucks,108,89,1.4,3.04,False,True,197,19
2018-02-02,,San Antonio Spurs,Houston Rockets,91,102,2.16,1.73,False,False,193,-11
2018-02-02,,Denver Nuggets,Oklahoma City Thunder,127,124,2.04,1.81,False,True,251,3
2018-02-03,,Sacramento Kings,Golden State Warriors,104,119,8.88,1.08,False,False,223,-15
2018-02-03,,Oklahoma City Thunder,New Orleans Pelicans,100,114,1.39,3.06,False,False,214,-14
2018-02-03,,Phoenix Suns,Utah Jazz,97,129,3.01,1.41,False,False,226,-32
2018-02-03,,Philadelphia 76ers,Miami Heat,103,97,1.58,2.46,False,True,200,6
2018-02-03,,Brooklyn Nets,Los Angeles Lakers,99,102,1.87,1.97,False,False,201,-3
2018-02-03,,Boston Celtics,Atlanta Hawks,119,110,1.35,3.32,False,True,229,9
2018-02-03,,Toronto Raptors,Portland Trail Blazers,130,105,1.51,2.62,False,True,235,25
2018-02-03,,Charlotte Hornets,Indiana Pacers,133,126,1.62,2.36,False,True,259,7
2018-02-03,,Milwaukee Bucks,New York Knicks,92,90,1.52,2.61,False,True,182,2
2018-02-04,,Sacramento Kings,Dallas Mavericks,99,106,2.57,1.54,False,False,205,-7
2018-02-04,,Denver Nuggets,Golden State Warriors,115,108,2.71,1.48,False,True,223,7
2018-02-04,,Minnesota Timberwolves,New Orleans Pelicans,118,107,1.27,3.93,False,True,225,11
2018-02-04,,San Antonio Spurs,Utah Jazz,111,120,1.36,3.24,False,False,231,-9
2018-02-04,,Detroit Pistons,Miami Heat,111,107,1.55,2.55,False,True,218,4
2018-02-04,,Indiana Pacers,Philadelphia 76ers,100,92,1.87,1.96,False,True,192,8
2018-02-04,,Orlando Magic,Washington Wizards,98,115,2.54,1.54,False,False,213,-17
2018-02-04,,Los Angeles Clippers,Chicago Bulls,113,103,1.26,3.97,False,True,216,10
2018-02-04,,Cleveland Cavaliers,Houston Rockets,88,120,2.39,1.61,False,False,208,-32
2018-02-05,,Toronto Raptors,Memphis Grizzlies,101,86,1.14,6.17,False,True,187,15
2018-02-05,,Brooklyn Nets,Milwaukee Bucks,94,109,2.61,1.52,False,False,203,-15
2018-02-05,,Boston Celtics,Portland Trail Blazers,97,96,2.06,1.8,False,True,193,1
2018-02-05,,New York Knicks,Atlanta Hawks,96,99,1.44,2.88,False,False,195,-3
2018-02-05,,Oklahoma City Thunder,Los Angeles Lakers,104,108,1.2,4.78,False,False,212,-4
2018-02-05,,Phoenix Suns,Charlotte Hornets,110,115,3.14,1.38,False,False,225,-5
2018-02-06,,Los Angeles Clippers,Dallas Mavericks,104,101,1.38,3.14,False,True,205,3
2018-02-06,,Sacramento Kings,Chicago Bulls,104,98,1.76,2.11,False,True,202,6
2018-02-06,,Denver Nuggets,Charlotte Hornets,121,104,1.55,2.52,False,True,225,17
2018-02-06,,Indiana Pacers,Washington Wizards,102,111,2.27,1.67,False,False,213,-9
2018-02-06,,Miami Heat,Orlando Magic,109,111,1.25,4.16,False,False,220,-2
2018-02-06,,Detroit Pistons,Portland Trail Blazers,111,91,1.73,2.16,False,True,202,20
2018-02-06,,New Orleans Pelicans,Utah Jazz,109,133,1.91,1.93,False,False,242,-24
2018-02-07,,Los Angeles Lakers,Phoenix Suns,112,93,1.28,3.86,False,True,205,19
2018-02-07,,Atlanta Hawks,Memphis Grizzlies,108,82,1.66,2.29,False,True,190,26
2018-02-07,,Golden State Warriors,Oklahoma City Thunder,105,125,1.18,5.15,False,False,230,-20
2018-02-07,,Brooklyn Nets,Houston Rockets,113,123,6.02,1.14,False,False,236,-10
2018-02-07,,Toronto Raptors,Boston Celtics,111,91,1.47,2.76,False,True,202,20
2018-02-07,,Orlando Magic,Cleveland Cavaliers,116,98,3.39,1.34,False,True,214,18
2018-02-07,,Philadelphia 76ers,Washington Wizards,115,102,1.38,3.16,False,True,217,13
2018-02-07,,New York Knicks,Milwaukee Bucks,89,103,1.83,1.99,False,False,192,-14
2018-02-08,,Detroit Pistons,Brooklyn Nets,115,106,1.2,4.75,False,True,221,9
2018-02-08,,Miami Heat,Houston Rockets,101,109,2.62,1.51,False,False,210,-8
2018-02-08,,Memphis Grizzlies,Utah Jazz,88,92,3.21,1.37,False,False,180,-4
2018-02-08,,Cleveland Cavaliers,Minnesota Timberwolves,140,138,2.33,1.63,True,True,278,2
2018-02-08,,Phoenix Suns,San Antonio Spurs,81,129,5.54,1.16,False,False,210,-48
2018-02-09,,Orlando Magic,Atlanta Hawks,100,98,2.07,1.78,False,True,198,2
2018-02-09,,Toronto Raptors,New York Knicks,113,88,1.07,9.31,False,True,201,25
2018-02-09,,Washington Wizards,Boston Celtics,104,110,2.1,1.77,True,False,214,-6
2018-02-09,,Portland Trail Blazers,Charlotte Hornets,109,103,1.65,2.29,True,True,212,6
2018-02-09,,Golden State Warriors,Dallas Mavericks,121,103,1.07,9.56,False,True,224,18
2018-02-09,,Los Angeles Lakers,Oklahoma City Thunder,106,81,1.84,2.0,False,True,187,25
2018-02-10,,Sacramento Kings,Portland Trail Blazers,100,118,2.66,1.49,False,False,218,-18
2018-02-10,,Chicago Bulls,Minnesota Timberwolves,114,113,3.47,1.33,False,True,227,1
2018-02-10,,Utah Jazz,Charlotte Hornets,106,94,1.41,3.02,False,True,200,12
2018-02-10,,Houston Rockets,Denver Nuggets,130,104,1.24,4.16,False,True,234,26
2018-02-10,,Philadelphia 76ers,New Orleans Pelicans,100,82,1.41,3.0,False,True,182,18
2018-02-10,,Atlanta Hawks,Cleveland Cavaliers,107,123,2.1,1.77,False,False,230,-16
2018-02-10,,Boston Celtics,Indiana Pacers,91,97,1.58,2.46,False,False,188,-6
2018-02-10,,Detroit Pistons,Los Angeles Clippers,95,108,1.64,2.32,False,False,203,-13
2018-02-10,,Miami Heat,Milwaukee Bucks,91,85,1.83,2.02,False,True,176,6
2018-02-11,,Dallas Mavericks,Los Angeles Lakers,130,123,1.66,2.28,False,True,253,7
2018-02-11,,Phoenix Suns,Denver Nuggets,113,123,3.54,1.32,False,False,236,-10
2018-02-11,,Golden State Warriors,San Antonio Spurs,122,105,1.15,5.93,False,True,227,17
2018-02-11,,Orlando Magic,Milwaukee Bucks,104,111,2.71,1.48,False,False,215,-7
2018-02-11,,Philadelphia 76ers,Los Angeles Clippers,112,98,1.51,2.64,False,True,210,14
2018-02-11,,Brooklyn Nets,New Orleans Pelicans,128,138,2.15,1.73,True,False,266,-10
2018-02-11,,Chicago Bulls,Washington Wizards,90,101,2.82,1.46,False,False,191,-11
2018-02-12,,Houston Rockets,Dallas Mavericks,104,97,1.05,11.47,False,True,201,7
2018-02-12,,Oklahoma City Thunder,Memphis Grizzlies,110,92,1.54,2.55,False,True,202,18
2018-02-12,,Minnesota Timberwolves,Sacramento Kings,111,106,1.09,8.15,False,True,217,5
2018-02-12,,Portland Trail Blazers,Utah Jazz,96,115,1.6,2.39,False,False,211,-19
2018-02-12,,Atlanta Hawks,Detroit Pistons,118,115,2.42,1.59,False,True,233,3
2018-02-12,,Boston Celtics,Cleveland Cavaliers,99,121,1.52,2.61,False,False,220,-22
2018-02-12,,Charlotte Hornets,Toronto Raptors,103,123,2.36,1.62,False,False,226,-20
2018-02-12,,Indiana Pacers,New York Knicks,121,113,1.29,3.74,False,True,234,8
2018-02-13,,Philadelphia 76ers,New York Knicks,108,92,1.14,6.07,False,True,200,16
2018-02-13,,Detroit Pistons,New Orleans Pelicans,103,118,1.65,2.3,False,False,221,-15
2018-02-13,,Brooklyn Nets,Los Angeles Clippers,101,114,2.63,1.51,False,False,215,-13
2018-02-13,,Chicago Bulls,Orlando Magic,105,101,1.53,2.6,False,True,206,4
2018-02-13,,Utah Jazz,San Antonio Spurs,101,99,1.57,2.49,False,True,200,2
2018-02-13,,Golden State Warriors,Phoenix Suns,129,83,1.05,11.89,False,True,212,46
2018-02-14,,Denver Nuggets,San Antonio Spurs,117,109,1.38,3.17,False,True,226,8
2018-02-14,,Dallas Mavericks,Sacramento Kings,109,114,1.35,3.29,False,False,223,-5
2018-02-14,,Toronto Raptors,Miami Heat,115,112,1.26,3.95,False,True,227,3
2018-02-14,,Oklahoma City Thunder,Cleveland Cavaliers,112,120,1.65,2.31,False,False,232,-8
2018-02-14,,Minnesota Timberwolves,Houston Rockets,108,126,2.39,1.6,False,False,234,-18
2018-02-14,,Milwaukee Bucks,Atlanta Hawks,97,92,1.31,3.56,False,True,189,5
2018-02-15,,Portland Trail Blazers,Golden State Warriors,123,117,3.15,1.37,False,True,240,6
2018-02-15,,Utah Jazz,Phoenix Suns,107,97,1.14,6.09,False,True,204,10
2018-02-15,,Boston Celtics,Los Angeles Clippers,119,129,1.49,2.7,False,False,248,-10
2018-02-15,,Houston Rockets,Sacramento Kings,100,91,1.06,11.27,False,True,191,9
2018-02-15,,New Orleans Pelicans,Los Angeles Lakers,139,117,1.46,2.8,False,True,256,22
2018-02-15,,Chicago Bulls,Toronto Raptors,98,122,3.32,1.35,False,False,220,-24
2018-02-15,,Brooklyn Nets,Indiana Pacers,103,108,2.43,1.59,False,False,211,-5
2018-02-15,,New York Knicks,Washington Wizards,113,118,2.58,1.53,False,False,231,-5
2018-02-15,,Detroit Pistons,Atlanta Hawks,104,98,1.17,5.32,False,True,202,6
2018-02-15,,Orlando Magic,Charlotte Hornets,102,104,2.99,1.41,False,False,206,-2
2018-02-15,,Philadelphia 76ers,Miami Heat,104,102,1.52,2.62,False,True,206,2
2018-02-15,,Memphis Grizzlies,Oklahoma City Thunder,114,121,2.53,1.55,False,False,235,-7
2018-02-16,,Milwaukee Bucks,Denver Nuggets,123,134,1.73,2.15,False,False,257,-11
2018-02-16,,Minnesota Timberwolves,Los Angeles Lakers,119,111,1.19,5.03,False,True,230,8
2018-02-17,All Stars,Team USA,Team World,124,155,1.8,2.02,False,False,279,-31
2018-02-19,All Stars,Team Stephen,Team LeBron,145,148,2.1,1.73,False,False,293,-3
2018-02-23,,Golden State Warriors,Los Angeles Clippers,134,127,1.14,6.27,False,True,261,7
2018-02-23,,Sacramento Kings,Oklahoma City Thunder,107,110,3.96,1.27,False,False,217,-3
2018-02-23,,Charlotte Hornets,Brooklyn Nets,111,96,1.27,3.92,False,True,207,15
