date,round,home_team,away_team,home_score,away_score,home_odds,away_odds,overtime,home_win,total_points,point_diff
2017-11-27,,Minnesota Timberwolves,Phoenix Suns,119,108,1.15,5.96,False,True,227,11
2017-11-27,,Chicago Bulls,Miami Heat,93,100,3.34,1.34,False,False,193,-7
2017-11-27,,Memphis Grizzlies,Brooklyn Nets,88,98,1.48,2.74,False,False,186,-10
2017-11-28,,Golden State Warriors,Sacramento Kings,106,110,1.11,7.09,False,False,216,-4
2017-11-28,,Los Angeles Clippers,Los Angeles Lakers,120,115,1.54,2.58,False,True,235,5
2017-11-28,,San Antonio Spurs,Dallas Mavericks,115,108,1.22,4.51,False,True,223,7
2017-11-28,,Houston Rockets,Brooklyn Nets,117,103,1.03,15.88,False,True,220,14
2017-11-28,,Boston Celtics,Detroit Pistons,108,118,1.39,3.14,False,False,226,-10
2017-11-28,,New York Knicks,Portland Trail Blazers,91,103,2.07,1.8,False,False,194,-12
2017-11-28,,Philadelphia 76ers,Cleveland Cavaliers,91,113,1.75,2.14,False,False,204,-22
2017-11-28,,Indiana Pacers,Orlando Magic,121,109,1.54,2.61,False,True,230,12
2017-11-29,,Cleveland Cavaliers,Miami Heat,108,97,1.56,2.54,False,True,205,11
2017-11-29,,Minnesota Timberwolves,Washington Wizards,89,92,1.46,2.82,False,False,181,-3
2017-11-29,,Chicago Bulls,Phoenix Suns,99,104,1.85,2.0,False,False,203,-5
2017-11-29,,Sacramento Kings,Milwaukee Bucks,87,112,3.15,1.38,False,False,199,-25
2017-11-29,,Utah Jazz,Denver Nuggets,106,77,1.93,1.9,False,True,183,29
2017-11-30,,Los Angeles Lakers,Golden State Warriors,123,127,7.43,1.11,True,False,250,-4
2017-11-30,,Dallas Mavericks,Brooklyn Nets,104,109,1.48,2.73,False,False,213,-5
2017-11-30,,San Antonio Spurs,Memphis Grizzlies,104,95,1.25,4.15,False,True,199,9
2017-11-30,,Houston Rockets,Indiana Pacers,118,97,1.14,6.26,False,True,215,21
2017-11-30,,Detroit Pistons,Phoenix Suns,131,107,1.14,6.27,False,True,238,24
2017-11-30,,Toronto Raptors,Charlotte Hornets,126,113,1.32,3.52,False,True,239,13
2017-11-30,,New York Knicks,Miami Heat,115,86,1.83,2.03,False,True,201,29
2017-11-30,,Philadelphia 76ers,Washington Wizards,118,113,1.35,3.36,False,True,231,5
2017-11-30,,Orlando Magic,Oklahoma City Thunder,121,108,2.98,1.41,False,True,229,13
2017-11-30,,New Orleans Pelicans,Minnesota Timberwolves,102,120,1.4,3.1,False,False,222,-18
2017-12-01,,Boston Celtics,Philadelphia 76ers,108,97,1.28,3.85,False,True,205,11
2017-12-01,,Atlanta Hawks,Cleveland Cavaliers,114,121,3.61,1.31,False,False,235,-7
2017-12-01,,Denver Nuggets,Chicago Bulls,111,110,1.16,5.71,False,True,221,1
2017-12-01,,Portland Trail Blazers,Milwaukee Bucks,91,103,1.57,2.5,False,False,194,-12
2017-12-01,,Los Angeles Clippers,Utah Jazz,107,126,1.91,1.92,False,False,233,-19
2017-12-02,,Utah Jazz,New Orleans Pelicans,114,108,2.35,1.63,False,True,222,6
2017-12-02,,Miami Heat,Charlotte Hornets,105,100,1.8,2.07,False,True,205,5
2017-12-02,,Chicago Bulls,Sacramento Kings,106,107,1.93,1.9,False,False,213,-1
2017-12-02,,Washington Wizards,Detroit Pistons,109,91,1.92,1.91,False,True,200,18
2017-12-02,,Oklahoma City Thunder,Minnesota Timberwolves,111,107,1.45,2.83,False,True,218,4
2017-12-02,,Toronto Raptors,Indiana Pacers,120,115,1.35,3.37,False,True,235,5
2017-12-02,,Orlando Magic,Golden State Warriors,112,133,5.61,1.16,False,False,245,-21
2017-12-02,,Memphis Grizzlies,San Antonio Spurs,79,95,2.36,1.63,False,False,174,-16
2017-12-03,,Denver Nuggets,Los Angeles Lakers,115,100,1.61,2.46,False,True,215,15
2017-12-03,,Portland Trail Blazers,New Orleans Pelicans,116,123,1.35,3.42,False,False,239,-7
2017-12-03,,Milwaukee Bucks,Sacramento Kings,109,104,1.1,8.16,False,True,213,5
2017-12-03,,Boston Celtics,Phoenix Suns,116,111,1.11,7.26,False,True,227,5
2017-12-03,,Philadelphia 76ers,Detroit Pistons,108,103,1.56,2.52,False,True,211,5
2017-12-03,,Brooklyn Nets,Atlanta Hawks,102,114,1.51,2.64,False,False,216,-12
2017-12-03,,Dallas Mavericks,Los Angeles Clippers,108,82,1.53,2.6,False,True,190,26
2017-12-03,,Cleveland Cavaliers,Memphis Grizzlies,116,111,1.12,6.91,False,True,227,5
2017-12-04,,New York Knicks,Orlando Magic,100,105,2.14,1.75,False,False,205,-5
2017-12-04,,Oklahoma City Thunder,San Antonio Spurs,90,87,1.29,3.75,False,True,177,3
2017-12-04,,Minnesota Timberwolves,Los Angeles Clippers,112,106,1.13,6.46,False,True,218,6
2017-12-04,,Miami Heat,Golden State Warriors,95,123,5.09,1.19,False,False,218,-28
2017-12-04,,Los Angeles Lakers,Houston Rockets,95,118,6.9,1.12,False,False,213,-23
2017-12-05,,Utah Jazz,Washington Wizards,116,69,1.59,2.46,False,True,185,47
2017-12-05,,Dallas Mavericks,Denver Nuggets,122,105,1.75,2.14,False,True,227,17
2017-12-05,,San Antonio Spurs,Detroit Pistons,96,93,1.59,2.44,False,True,189,3
2017-12-05,,Chicago Bulls,Cleveland Cavaliers,91,113,4.53,1.22,False,False,204,-22
2017-12-05,,New Orleans Pelicans,Golden State Warriors,115,125,4.3,1.24,False,False,240,-10
2017-12-05,,Charlotte Hornets,Orlando Magic,104,94,1.33,3.48,False,True,198,10
2017-12-05,,Atlanta Hawks,Brooklyn Nets,90,110,1.89,1.96,False,False,200,-20
2017-12-05,,Boston Celtics,Milwaukee Bucks,111,100,1.51,2.66,False,True,211,11
2017-12-05,,Indiana Pacers,New York Knicks,115,97,1.16,5.64,False,True,212,18
2017-12-05,,Philadelphia 76ers,Phoenix Suns,101,115,1.18,5.17,False,False,216,-14
2017-12-05,,Memphis Grizzlies,Minnesota Timberwolves,95,92,2.24,1.68,False,True,187,3
2017-12-06,,Portland Trail Blazers,Washington Wizards,92,106,1.45,2.9,False,False,198,-14
2017-12-06,,Toronto Raptors,Phoenix Suns,126,113,1.07,9.69,False,True,239,13
2017-12-06,,Oklahoma City Thunder,Utah Jazz,100,94,1.28,3.83,False,True,194,6
2017-12-07,,Cleveland Cavaliers,Sacramento Kings,101,95,1.11,7.5,False,True,196,6
2017-12-07,,Los Angeles Clippers,Minnesota Timberwolves,107,113,2.75,1.47,False,False,220,-6
2017-12-07,,Charlotte Hornets,Golden State Warriors,87,101,2.28,1.66,False,False,188,-14
2017-12-07,,New Orleans Pelicans,Denver Nuggets,123,114,1.45,2.84,False,True,237,9
2017-12-07,,San Antonio Spurs,Miami Heat,117,105,1.29,3.76,False,True,222,12
2017-12-07,,Boston Celtics,Dallas Mavericks,97,90,1.31,3.67,False,True,187,7
2017-12-07,,New York Knicks,Memphis Grizzlies,99,88,1.8,2.07,False,True,187,11
2017-12-07,,Orlando Magic,Atlanta Hawks,110,106,1.41,3.04,True,True,216,4
2017-12-07,,Indiana Pacers,Chicago Bulls,98,96,1.19,5.04,False,True,194,2
2017-12-07,,Milwaukee Bucks,Detroit Pistons,104,100,1.57,2.49,False,True,204,4
2017-12-08,,Philadelphia 76ers,Los Angeles Lakers,104,107,1.27,3.99,False,False,211,-3
2017-12-08,,Phoenix Suns,Washington Wizards,99,109,3.17,1.38,False,False,208,-10
2017-12-08,,Brooklyn Nets,Oklahoma City Thunder,100,95,3.32,1.35,False,True,195,5
2017-12-08,,Utah Jazz,Houston Rockets,101,112,3.07,1.4,False,False,213,-11
2017-12-09,,Milwaukee Bucks,Dallas Mavericks,109,102,1.36,3.3,False,True,211,7
2017-12-09,,San Antonio Spurs,Boston Celtics,105,102,1.74,2.15,False,True,207,3
2017-12-09,,Memphis Grizzlies,Toronto Raptors,107,116,2.81,1.46,False,False,223,-9
2017-12-09,,Charlotte Hornets,Chicago Bulls,111,119,1.2,4.85,True,False,230,-8
2017-12-09,,Detroit Pistons,Golden State Warriors,98,102,2.76,1.47,False,False,200,-4
2017-12-09,,Orlando Magic,Denver Nuggets,89,103,1.8,2.06,False,False,192,-14
2017-12-09,,New Orleans Pelicans,Sacramento Kings,109,116,1.21,4.76,True,False,225,-7
2017-12-09,,Indiana Pacers,Cleveland Cavaliers,106,102,2.42,1.6,False,True,208,4
2017-12-10,,Los Angeles Clippers,Washington Wizards,113,112,2.07,1.79,False,True,225,1
2017-12-10,,Memphis Grizzlies,Oklahoma City Thunder,101,102,2.69,1.5,True,False,203,-1
2017-12-10,,Phoenix Suns,San Antonio Spurs,101,104,2.81,1.46,False,False,205,-3
2017-12-10,,Milwaukee Bucks,Utah Jazz,117,100,1.82,2.03,False,True,217,17
2017-12-10,,Portland Trail Blazers,Houston Rockets,117,124,3.88,1.28,False,False,241,-7
2017-12-10,,Cleveland Cavaliers,Philadelphia 76ers,105,98,1.39,3.15,False,True,203,7
2017-12-10,,Atlanta Hawks,Orlando Magic,117,110,1.52,2.62,False,True,227,7
2017-12-10,,Charlotte Hornets,Los Angeles Lakers,99,110,1.62,2.38,False,False,209,-11
2017-12-10,,Brooklyn Nets,Miami Heat,89,101,2.14,1.75,False,False,190,-12
2017-12-10,,Chicago Bulls,New York Knicks,104,102,2.38,1.62,False,True,206,2
2017-12-11,,Sacramento Kings,Toronto Raptors,87,102,4.23,1.24,False,False,189,-15
2017-12-11,,Detroit Pistons,Boston Celtics,81,91,2.0,1.83,False,False,172,-10
2017-12-11,,Indiana Pacers,Denver Nuggets,126,116,1.48,2.76,True,True,242,10
2017-12-11,,New Orleans Pelicans,Philadelphia 76ers,131,124,1.38,3.17,False,True,255,7
2017-12-11,,Minnesota Timberwolves,Dallas Mavericks,97,92,1.31,3.63,False,True,189,5
2017-12-11,,New York Knicks,Atlanta Hawks,111,107,1.44,2.89,False,True,218,4
2017-12-12,,Golden State Warriors,Portland Trail Blazers,111,104,1.25,4.21,False,True,215,7
2017-12-12,,Chicago Bulls,Boston Celtics,108,85,2.82,1.45,False,True,193,23
2017-12-12,,Los Angeles Clippers,Toronto Raptors,96,91,2.87,1.43,False,True,187,5
2017-12-12,,Houston Rockets,New Orleans Pelicans,130,123,1.09,7.82,False,True,253,7
2017-12-12,,Oklahoma City Thunder,Charlotte Hornets,103,116,1.31,3.64,False,False,219,-13
2017-12-12,,Memphis Grizzlies,Miami Heat,82,107,1.86,2.0,False,False,189,-25
2017-12-13,,New York Knicks,Los Angeles Lakers,113,109,1.7,2.21,True,True,222,4
2017-12-13,,Detroit Pistons,Denver Nuggets,84,103,1.39,3.12,False,False,187,-19
2017-12-13,,Cleveland Cavaliers,Atlanta Hawks,123,114,1.12,6.94,False,True,237,9
2017-12-13,,Brooklyn Nets,Washington Wizards,103,98,2.33,1.65,False,True,201,5
2017-12-13,,Dallas Mavericks,San Antonio Spurs,95,89,3.05,1.4,False,True,184,6
2017-12-13,,Minnesota Timberwolves,Philadelphia 76ers,112,118,1.53,2.62,True,False,230,-6
2017-12-13,,Sacramento Kings,Phoenix Suns,99,92,1.55,2.55,False,True,191,7
2017-12-14,,Houston Rockets,Charlotte Hornets,108,96,1.12,6.83,False,True,204,12
2017-12-14,,Phoenix Suns,Toronto Raptors,109,115,6.73,1.12,False,False,224,-6
2017-12-14,,Chicago Bulls,Utah Jazz,103,100,2.84,1.45,False,True,203,3
2017-12-14,,New Orleans Pelicans,Milwaukee Bucks,115,108,1.75,2.13,False,True,223,7
2017-12-14,,Indiana Pacers,Oklahoma City Thunder,95,100,1.94,1.9,False,False,195,-5
2017-12-14,,Miami Heat,Portland Trail Blazers,95,102,1.68,2.26,False,False,197,-7
2017-12-14,,Washington Wizards,Memphis Grizzlies,93,87,1.3,3.68,False,True,180,6
2017-12-14,,Boston Celtics,Denver Nuggets,124,118,1.42,2.97,False,True,242,6
2017-12-14,,Orlando Magic,Los Angeles Clippers,95,106,1.94,1.91,False,False,201,-11
2017-12-15,,Cleveland Cavaliers,Los Angeles Lakers,121,112,1.19,5.05,False,True,233,9
2017-12-15,,Golden State Warriors,Dallas Mavericks,112,97,1.19,5.21,False,True,209,15
2017-12-15,,Minnesota Timberwolves,Sacramento Kings,119,96,1.15,5.8,False,True,215,23
2017-12-15,,Brooklyn Nets,New York Knicks,104,111,1.84,2.01,False,False,215,-7
2017-12-15,,Atlanta Hawks,Detroit Pistons,91,105,2.46,1.58,False,False,196,-14
2017-12-16,,Orlando Magic,Portland Trail Blazers,88,95,2.54,1.56,False,False,183,-7
2017-12-16,,Philadelphia 76ers,Oklahoma City Thunder,117,119,1.89,1.95,True,False,236,-2
2017-12-16,,Washington Wizards,Los Angeles Clippers,100,91,1.2,4.94,False,True,191,9
2017-12-16,,Indiana Pacers,Detroit Pistons,98,104,1.48,2.74,False,False,202,-6
2017-12-16,,Charlotte Hornets,Miami Heat,98,104,1.49,2.71,False,False,202,-6
2017-12-16,,Toronto Raptors,Brooklyn Nets,120,87,1.09,8.3,False,True,207,33
2017-12-16,,Boston Celtics,Utah Jazz,95,107,1.52,2.63,False,False,202,-12
2017-12-16,,Milwaukee Bucks,Chicago Bulls,109,115,1.26,4.11,False,False,224,-6
2017-12-16,,Memphis Grizzlies,Atlanta Hawks,96,94,1.39,3.14,False,True,190,2
2017-12-16,,Denver Nuggets,New Orleans Pelicans,117,111,1.81,2.04,True,True,228,6
2017-12-16,,Houston Rockets,San Antonio Spurs,124,109,1.28,3.94,False,True,233,15
2017-12-17,,San Antonio Spurs,Dallas Mavericks,98,96,1.41,3.02,False,True,194,2
2017-12-17,,Houston Rockets,Milwaukee Bucks,115,111,1.17,5.46,False,True,226,4
2017-12-17,,Miami Heat,Los Angeles Clippers,90,85,1.41,3.05,False,True,175,5
2017-12-17,,Memphis Grizzlies,Boston Celtics,93,102,2.89,1.44,False,False,195,-9
2017-12-17,,Cleveland Cavaliers,Utah Jazz,109,100,1.18,5.18,False,True,209,9
2017-12-17,,New York Knicks,Oklahoma City Thunder,111,96,2.57,1.55,False,True,207,15
2017-12-17,,Charlotte Hornets,Portland Trail Blazers,91,93,1.63,2.36,False,False,184,-2
2017-12-17,,Minnesota Timberwolves,Phoenix Suns,106,108,1.11,7.03,False,False,214,-2
2017-12-18,,Toronto Raptors,Sacramento Kings,108,93,1.12,6.95,False,True,201,15
2017-12-18,,Detroit Pistons,Orlando Magic,114,110,1.27,4.03,False,True,224,4
2017-12-18,,Washington Wizards,Cleveland Cavaliers,99,106,1.77,2.09,False,False,205,-7
2017-12-18,,Brooklyn Nets,Indiana Pacers,97,109,2.38,1.62,False,False,206,-12
2017-12-19,,Los Angeles Lakers,Golden State Warriors,114,116,2.78,1.45,True,False,230,-2
2017-12-19,,Dallas Mavericks,Phoenix Suns,91,97,1.34,3.42,False,False,188,-6
2017-12-19,,San Antonio Spurs,Los Angeles Clippers,109,91,1.14,6.32,False,True,200,18
2017-12-19,,Chicago Bulls,Philadelphia 76ers,117,115,2.09,1.78,False,True,232,2
2017-12-19,,Minnesota Timberwolves,Portland Trail Blazers,108,107,1.55,2.56,False,True,215,1
2017-12-19,,Houston Rockets,Utah Jazz,120,99,1.11,7.16,False,True,219,21
2017-12-19,,Atlanta Hawks,Miami Heat,110,104,1.83,2.03,False,True,214,6
2017-12-19,,Indiana Pacers,Boston Celtics,111,112,2.18,1.72,False,False,223,-1
2017-12-19,,Charlotte Hornets,New York Knicks,109,91,1.31,3.66,False,True,200,18
2017-12-19,,Oklahoma City Thunder,Denver Nuggets,95,94,1.5,2.7,False,True,189,1
2017-12-20,,Philadelphia 76ers,Sacramento Kings,95,101,1.27,3.96,False,False,196,-6
2017-12-20,,Washington Wizards,New Orleans Pelicans,116,106,1.74,2.16,False,True,222,10
2017-12-20,,Milwaukee Bucks,Cleveland Cavaliers,119,116,2.01,1.84,False,True,235,3
2017-12-21,,Portland Trail Blazers,San Antonio Spurs,91,93,1.71,2.2,False,False,184,-2
2017-12-21,,Denver Nuggets,Minnesota Timberwolves,104,112,1.88,1.96,False,False,216,-8
2017-12-21,,Golden State Warriors,Memphis Grizzlies,97,84,1.2,4.92,False,True,181,13
2017-12-21,,Los Angeles Clippers,Phoenix Suns,108,95,1.46,2.82,False,True,203,13
2017-12-21,,Dallas Mavericks,Detroit Pistons,110,93,1.85,2.0,False,True,203,17
2017-12-21,,Brooklyn Nets,Sacramento Kings,99,104,1.45,2.84,False,False,203,-5
2017-12-21,,Houston Rockets,Los Angeles Lakers,116,122,1.06,10.48,False,False,238,-6
2017-12-21,,Oklahoma City Thunder,Utah Jazz,107,79,1.3,3.73,False,True,186,28
2017-12-21,,Atlanta Hawks,Indiana Pacers,95,105,2.65,1.51,False,False,200,-10
2017-12-21,,Boston Celtics,Miami Heat,89,90,1.23,4.51,False,False,179,-1
2017-12-21,,Charlotte Hornets,Toronto Raptors,111,129,2.1,1.77,False,False,240,-18
2017-12-21,,Chicago Bulls,Orlando Magic,112,94,1.51,2.66,False,True,206,18
2017-12-22,,Philadelphia 76ers,Toronto Raptors,109,114,2.38,1.63,False,False,223,-5
2017-12-22,,Cleveland Cavaliers,Chicago Bulls,115,112,1.15,5.78,False,True,227,3
2017-12-22,,New York Knicks,Boston Celtics,102,93,2.24,1.68,False,True,195,9
2017-12-22,,Phoenix Suns,Memphis Grizzlies,97,95,2.33,1.64,False,True,192,2
2017-12-22,,Utah Jazz,San Antonio Spurs,100,89,2.16,1.76,False,True,189,11
2017-12-23,,Golden State Warriors,Los Angeles Lakers,113,106,1.13,6.6,False,True,219,7
2017-12-23,,Portland Trail Blazers,Denver Nuggets,85,102,2.03,1.83,False,False,187,-17
2017-12-23,,Oklahoma City Thunder,Atlanta Hawks,120,117,1.15,5.99,False,True,237,3
2017-12-23,,Milwaukee Bucks,Charlotte Hornets,109,104,1.5,2.71,False,True,213,5
2017-12-23,,Brooklyn Nets,Washington Wizards,119,84,3.0,1.41,False,True,203,35
2017-12-23,,Houston Rockets,Los Angeles Clippers,118,128,1.11,7.56,False,False,246,-10
2017-12-23,,Detroit Pistons,New York Knicks,104,101,1.37,3.24,False,True,205,3
2017-12-23,,Orlando Magic,New Orleans Pelicans,97,111,3.03,1.4,False,False,208,-14
2017-12-23,,Miami Heat,Dallas Mavericks,113,101,2.04,1.82,False,True,214,12
2017-12-24,,Memphis Grizzlies,Los Angeles Clippers,115,112,1.76,2.14,False,True,227,3
2017-12-24,,Sacramento Kings,San Antonio Spurs,99,108,3.08,1.4,False,False,207,-9
2017-12-24,,Los Angeles Lakers,Portland Trail Blazers,92,95,1.69,2.24,False,False,187,-3
2017-12-24,,Phoenix Suns,Minnesota Timberwolves,106,115,3.74,1.3,False,False,221,-9
2017-12-24,,Golden State Warriors,Denver Nuggets,81,96,1.28,3.91,False,False,177,-15
2017-12-24,,Miami Heat,New Orleans Pelicans,94,109,2.42,1.61,False,False,203,-15
2017-12-24,,Washington Wizards,Orlando Magic,130,103,1.12,7.08,False,True,233,27
2017-12-24,,Atlanta Hawks,Dallas Mavericks,112,107,1.98,1.87,False,True,219,5
2017-12-24,,Boston Celtics,Chicago Bulls,117,92,1.29,3.77,False,True,209,25
2017-12-24,,Indiana Pacers,Brooklyn Nets,123,119,1.22,4.63,True,True,242,4
2017-12-24,,Charlotte Hornets,Milwaukee Bucks,111,106,1.55,2.59,False,True,217,5
2017-12-24,,Toronto Raptors,Philadelphia 76ers,102,86,1.27,3.94,False,True,188,16
2017-12-24,,Utah Jazz,Oklahoma City Thunder,89,103,1.85,2.0,False,False,192,-14
2017-12-26,,New York Knicks,Philadelphia 76ers,98,105,1.93,1.96,False,False,203,-7
2017-12-26,,Golden State Warriors,Cleveland Cavaliers,99,92,1.53,2.59,False,True,191,7
2017-12-26,,Boston Celtics,Washington Wizards,103,111,1.55,2.55,False,False,214,-8
2017-12-26,,Oklahoma City Thunder,Houston Rockets,112,107,1.79,2.08,False,True,219,5
2017-12-26,,Los Angeles Lakers,Minnesota Timberwolves,104,121,3.08,1.4,False,False,225,-17
2017-12-27,,Denver Nuggets,Utah Jazz,107,83,1.42,2.98,False,True,190,24
2017-12-27,,Los Angeles Clippers,Sacramento Kings,122,95,1.47,2.79,False,True,217,27
2017-12-27,,Phoenix Suns,Memphis Grizzlies,99,97,2.02,1.84,False,True,196,2
2017-12-27,,Miami Heat,Orlando Magic,107,89,1.27,3.96,False,True,196,18
2017-12-27,,Milwaukee Bucks,Chicago Bulls,106,115,1.34,3.39,False,False,221,-9
2017-12-27,,Detroit Pistons,Indiana Pacers,107,83,1.8,2.07,False,True,190,24
2017-12-27,,Dallas Mavericks,Toronto Raptors,98,93,3.02,1.4,False,True,191,5
2017-12-27,,San Antonio Spurs,Brooklyn Nets,109,97,1.12,6.85,False,True,206,12
2017-12-28,,Los Angeles Lakers,Memphis Grizzlies,99,109,1.64,2.35,False,False,208,-10
2017-12-28,,Sacramento Kings,Cleveland Cavaliers,109,95,4.42,1.23,False,True,204,14
2017-12-28,,New Orleans Pelicans,Brooklyn Nets,128,113,1.22,4.54,False,True,241,15
2017-12-28,,Chicago Bulls,New York Knicks,92,87,1.81,2.05,False,True,179,5
2017-12-28,,Golden State Warriors,Utah Jazz,126,101,1.14,6.21,False,True,227,25
2017-12-28,,Oklahoma City Thunder,Toronto Raptors,124,107,1.62,2.38,False,True,231,17
2017-12-28,,Atlanta Hawks,Washington Wizards,113,99,2.99,1.41,False,True,212,14
2017-12-28,,Charlotte Hornets,Boston Celtics,91,102,1.94,1.89,False,False,193,-11
2017-12-28,,Indiana Pacers,Dallas Mavericks,94,98,1.59,2.46,False,False,192,-4
2017-12-28,,Minnesota Timberwolves,Denver Nuggets,128,125,1.49,2.71,True,True,253,3
2017-12-29,,Orlando Magic,Detroit Pistons,102,89,2.45,1.59,False,True,191,13
2017-12-29,,Milwaukee Bucks,Minnesota Timberwolves,102,96,1.58,2.48,False,True,198,6
2017-12-29,,Boston Celtics,Houston Rockets,99,98,2.08,1.79,False,True,197,1
2017-12-29,,San Antonio Spurs,New York Knicks,119,107,1.16,5.69,False,True,226,12
2017-12-29,,Portland Trail Blazers,Philadelphia 76ers,114,110,2.07,1.79,False,True,224,4
2017-12-30,,Sacramento Kings,Phoenix Suns,101,111,1.69,2.24,False,False,212,-10
2017-12-30,,Golden State Warriors,Charlotte Hornets,100,111,1.19,5.02,False,False,211,-11
2017-12-30,,Los Angeles Lakers,Los Angeles Clippers,106,121,2.26,1.67,False,False,227,-15
2017-12-30,,Miami Heat,Brooklyn Nets,87,111,1.42,3.0,False,False,198,-24
2017-12-30,,Washington Wizards,Houston Rockets,121,103,2.13,1.74,False,True,224,18
2017-12-30,,New Orleans Pelicans,Dallas Mavericks,120,128,1.39,3.15,False,False,248,-8
2017-12-30,,Oklahoma City Thunder,Milwaukee Bucks,95,97,1.41,3.04,False,False,192,-2
2017-12-30,,Toronto Raptors,Atlanta Hawks,111,98,1.15,5.84,False,True,209,13
2017-12-30,,Chicago Bulls,Indiana Pacers,119,107,1.69,2.24,False,True,226,12
2017-12-31,,New Orleans Pelicans,New York Knicks,103,105,1.44,2.87,False,False,208,-2
2017-12-31,,Orlando Magic,Miami Heat,111,117,2.01,1.84,False,False,228,-6
2017-12-31,,Detroit Pistons,San Antonio Spurs,93,79,2.67,1.49,False,True,172,14
2017-12-31,,Atlanta Hawks,Portland Trail Blazers,104,89,2.2,1.71,False,True,193,15
2017-12-31,,Utah Jazz,Cleveland Cavaliers,104,101,2.35,1.63,False,True,205,3
2017-12-31,,Golden State Warriors,Memphis Grizzlies,141,128,1.07,9.8,False,True,269,13
2017-12-31,,Denver Nuggets,Philadelphia 76ers,102,107,1.35,3.35,False,False,209,-5
2018-01-01,,Oklahoma City Thunder,Dallas Mavericks,113,116,1.32,3.54,False,False,229,-3
2018-01-01,,Los Angeles Clippers,Charlotte Hornets,106,98,1.8,2.07,False,True,204,8
2018-01-01,,Houston Rockets,Los Angeles Lakers,148,142,1.07,9.48,True,True,290,6
2018-01-01,,Phoenix Suns,Philadelphia 76ers,110,123,2.37,1.62,False,False,233,-13
2018-01-01,,Boston Celtics,Brooklyn Nets,108,105,1.2,4.82,False,True,213,3
2018-01-01,,Indiana Pacers,Minnesota Timberwolves,90,107,2.25,1.7,False,False,197,-17
2018-01-01,,Washington Wizards,Chicago Bulls,114,110,1.3,3.71,False,True,224,4
2018-01-01,,Sacramento Kings,Memphis Grizzlies,96,114,1.75,2.14,False,False,210,-18
2018-01-02,,Toronto Raptors,Milwaukee Bucks,131,127,1.42,2.97,True,True,258,4
2018-01-02,,Brooklyn Nets,Orlando Magic,98,95,1.82,2.05,False,True,193,3
2018-01-02,,Minnesota Timberwolves,Los Angeles Lakers,114,96,1.19,5.01,False,True,210,18
2018-01-02,,Chicago Bulls,Portland Trail Blazers,120,124,1.68,2.26,True,False,244,-4
2018-01-03,,Los Angeles Clippers,Memphis Grizzlies,113,105,1.43,2.94,False,True,218,8
2018-01-03,,Sacramento Kings,Charlotte Hornets,111,131,2.5,1.57,False,False,242,-20
2018-01-03,,New York Knicks,San Antonio Spurs,91,100,2.79,1.46,False,False,191,-9
2018-01-03,,Cleveland Cavaliers,Portland Trail Blazers,127,110,1.22,4.48,False,True,237,17
2018-01-03,,Phoenix Suns,Atlanta Hawks,104,103,1.88,1.96,False,True,207,1
2018-01-04,,Dallas Mavericks,Golden State Warriors,122,125,3.86,1.28,False,False,247,-3
2018-01-04,,Los Angeles Lakers,Oklahoma City Thunder,96,133,2.8,1.47,False,False,229,-37
2018-01-04,,Denver Nuggets,Phoenix Suns,134,111,1.12,6.78,False,True,245,23
2018-01-04,,Utah Jazz,New Orleans Pelicans,98,108,1.9,1.95,False,False,206,-10
2018-01-04,,Chicago Bulls,Toronto Raptors,115,124,2.62,1.53,False,False,239,-9
2018-01-04,,Boston Celtics,Cleveland Cavaliers,102,88,1.66,2.29,False,True,190,14
2018-01-04,,Philadelphia 76ers,San Antonio Spurs,112,106,1.59,2.45,False,True,218,6
2018-01-04,,Brooklyn Nets,Minnesota Timberwolves,98,97,3.17,1.39,False,True,195,1
2018-01-04,,Miami Heat,Detroit Pistons,111,104,1.54,2.58,False,True,215,7
2018-01-04,,Orlando Magic,Houston Rockets,98,116,3.47,1.33,False,False,214,-18
2018-01-04,,Washington Wizards,New York Knicks,121,103,1.22,4.58,False,True,224,18
2018-01-04,,Milwaukee Bucks,Indiana Pacers,122,101,1.31,3.65,False,True,223,21
2018-01-05,,Houston Rockets,Golden State Warriors,114,124,2.58,1.54,False,False,238,-10
2018-01-05,,Los Angeles Clippers,Oklahoma City Thunder,117,127,1.97,1.87,False,False,244,-10
2018-01-06,,Portland Trail Blazers,Atlanta Hawks,110,89,1.33,3.43,False,True,199,21
2018-01-06,,Memphis Grizzlies,Washington Wizards,100,102,2.58,1.54,False,False,202,-2
2018-01-06,,Denver Nuggets,Utah Jazz,99,91,1.37,3.21,False,True,190,8
2018-01-06,,Dallas Mavericks,Chicago Bulls,124,127,1.57,2.51,False,False,251,-3
2018-01-06,,Miami Heat,New York Knicks,107,103,1.42,2.97,True,True,210,4
2018-01-06,,Milwaukee Bucks,Toronto Raptors,110,129,1.88,1.96,False,False,239,-19
2018-01-06,,Los Angeles Lakers,Charlotte Hornets,94,108,2.15,1.74,False,False,202,-14
2018-01-06,,Philadelphia 76ers,Detroit Pistons,114,78,1.45,2.85,False,True,192,36
2018-01-06,,San Antonio Spurs,Phoenix Suns,103,89,1.13,6.44,False,True,192,14
2018-01-06,,Boston Celtics,Minnesota Timberwolves,91,84,1.67,2.26,False,True,175,7
2018-01-07,,Washington Wizards,Milwaukee Bucks,103,110,1.64,2.35,False,False,213,-7
