date,round,home_team,away_team,home_score,away_score,home_odds,away_odds,overtime,home_win,total_points,point_diff,is_allstar
2023-10-16,Pre-season,Los Angeles Lakers,Milwaukee Bucks,97,108,2.61,1.49,False,False,205,-11,False
2023-10-17,Pre-season,Indiana Pacers,Atlanta Hawks,116,112,1.45,2.75,False,True,228,4,False
2023-10-17,Pre-season,Brooklyn Nets,Philadelphia 76ers,119,127,1.82,1.98,False,False,246,-8,False
2023-10-17,Pre-season,San Antonio Spurs,Houston Rockets,89,99,2.84,1.42,False,False,188,-10,False
2023-10-17,Pre-season,Phoenix Suns,Portland Trail Blazers,117,106,1.28,3.65,False,True,223,11,False
2023-10-18,Pre-season,Oklahoma City Thunder,Milwaukee Bucks,124,101,1.78,2.03,False,True,225,23,False
2023-10-18,Pre-season,Orlando Magic,New Orleans Pelicans,92,104,1.78,2.02,False,False,196,-12,False
2023-10-18,Pre-season,Los Angeles Clippers,Denver Nuggets,116,103,1.35,3.26,False,True,219,13,False
2023-10-18,Pre-season,Chicago Bulls,Toronto Raptors,102,106,1.61,2.29,False,False,208,-4,False
2023-10-18,Pre-season,Boston Celtics,New York Knicks,123,110,1.25,3.86,False,True,233,13,False
2023-10-19,Pre-season,New York Knicks,Washington Wizards,106,131,1.35,3.16,False,False,237,-25,False
2023-10-19,Pre-season,Miami Heat,Brooklyn Nets,104,107,2.02,1.81,False,False,211,-3,False
2023-10-19,Pre-season,San Antonio Spurs,Houston Rockets,117,103,1.52,2.53,False,True,220,14,False
2023-10-19,Pre-season,Golden State Warriors,Sacramento Kings,116,115,1.39,2.99,False,True,231,1,False
2023-10-20,Pre-season,Los Angeles Clippers,Denver Nuggets,90,103,2.64,1.48,False,False,193,-13,False
2023-10-20,Pre-season,Chicago Bulls,Minnesota Timberwolves,105,114,1.92,1.86,False,False,219,-9,False
2023-10-20,Pre-season,Los Angeles Lakers,Phoenix Suns,100,123,1.66,2.2,False,False,223,-23,False
2023-10-20,Pre-season,Charlotte Hornets,Boston Celtics,99,127,3.01,1.38,False,False,226,-28,False
2023-10-20,Pre-season,Oklahoma City Thunder,Detroit Pistons,116,118,1.6,2.33,False,False,234,-2,False
2023-10-20,Pre-season,Sacramento Kings,Utah Jazz,116,113,2.3,1.61,False,True,229,3,False
2023-10-21,Pre-season,Indiana Pacers,Cleveland Cavaliers,109,104,1.85,1.94,False,True,213,5,False
2023-10-21,Pre-season,Dallas Mavericks,Detroit Pistons,114,104,1.46,2.71,False,True,218,10,False
2023-10-21,Pre-season,Houston Rockets,Miami Heat,110,104,1.59,2.37,False,True,214,6,False
2023-10-21,Pre-season,Golden State Warriors,San Antonio Spurs,117,122,1.4,2.92,False,False,239,-5,False
2023-10-21,Pre-season,Toronto Raptors,Washington Wizards,134,98,1.35,3.16,False,True,232,36,False
2023-10-21,Pre-season,Philadelphia 76ers,Atlanta Hawks,120,106,1.79,2.01,False,True,226,14,False
2023-10-21,Pre-season,Milwaukee Bucks,Memphis Grizzlies,124,116,1.44,2.79,False,True,240,8,False
2023-10-25,,Denver Nuggets,Los Angeles Lakers,119,107,1.52,2.61,False,True,226,12,False
2023-10-25,,Golden State Warriors,Phoenix Suns,104,108,1.69,2.25,False,False,212,-4,False
2023-10-26,,Indiana Pacers,Washington Wizards,143,120,1.52,2.63,False,True,263,23,False
2023-10-26,,Toronto Raptors,Minnesota Timberwolves,97,94,1.88,1.96,False,True,191,3,False
2023-10-26,,Los Angeles Clippers,Portland Trail Blazers,123,111,1.22,4.53,False,True,234,12,False
2023-10-26,,Utah Jazz,Sacramento Kings,114,130,2.05,1.81,False,False,244,-16,False
2023-10-26,,Chicago Bulls,Oklahoma City Thunder,104,124,1.71,2.2,False,False,228,-20,False
2023-10-26,,Memphis Grizzlies,New Orleans Pelicans,104,111,1.86,1.99,False,False,215,-7,False
2023-10-26,,San Antonio Spurs,Dallas Mavericks,119,126,2.6,1.53,False,False,245,-7,False
2023-10-26,,Miami Heat,Detroit Pistons,103,102,1.22,4.43,False,True,205,1,False
2023-10-26,,Charlotte Hornets,Atlanta Hawks,116,110,2.53,1.56,False,True,226,6,False
2023-10-26,,New York Knicks,Boston Celtics,104,108,2.48,1.58,False,False,212,-4,False
2023-10-26,,Orlando Magic,Houston Rockets,116,86,1.55,2.55,False,True,202,30,False
2023-10-26,,Brooklyn Nets,Cleveland Cavaliers,113,114,2.07,1.8,False,False,227,-1,False
2023-10-27,,Los Angeles Lakers,Phoenix Suns,100,95,1.41,3.01,False,True,195,5,False
2023-10-27,,Milwaukee Bucks,Philadelphia 76ers,118,117,1.42,3.01,False,True,235,1,False
2023-10-28,,Cleveland Cavaliers,Oklahoma City Thunder,105,108,1.7,2.23,False,False,213,-3,False
2023-10-28,,San Antonio Spurs,Houston Rockets,126,122,1.67,2.29,True,True,248,4,False
2023-10-28,,Memphis Grizzlies,Denver Nuggets,104,108,2.79,1.46,False,False,212,-4,False
2023-10-28,,Charlotte Hornets,Detroit Pistons,99,111,1.56,2.53,False,False,210,-12,False
2023-10-28,,Atlanta Hawks,New York Knicks,120,126,1.95,1.89,False,False,246,-6,False
2023-10-28,,Boston Celtics,Miami Heat,119,111,1.28,3.81,False,True,230,8,False
2023-10-28,,Utah Jazz,Los Angeles Clippers,120,118,2.49,1.57,False,True,238,2,False
2023-10-28,,Chicago Bulls,Toronto Raptors,104,103,1.75,2.14,True,True,207,1,False
2023-10-28,,Portland Trail Blazers,Orlando Magic,97,102,2.4,1.61,False,False,199,-5,False
2023-10-28,,Sacramento Kings,Golden State Warriors,114,122,1.66,2.29,False,False,236,-8,False
2023-10-28,,Dallas Mavericks,Brooklyn Nets,125,120,1.43,2.94,False,True,245,5,False
2023-10-29,,Minnesota Timberwolves,Miami Heat,106,90,1.3,3.6,False,True,196,16,False
2023-10-29,,Cleveland Cavaliers,Indiana Pacers,113,125,2.4,1.61,False,False,238,-12,False
2023-10-29,,Phoenix Suns,Utah Jazz,126,104,1.47,2.77,False,True,230,22,False
2023-10-29,,Detroit Pistons,Chicago Bulls,118,102,2.17,1.71,False,True,220,16,False
2023-10-29,,Washington Wizards,Memphis Grizzlies,113,106,1.92,1.91,False,True,219,7,False
2023-10-29,,New Orleans Pelicans,New York Knicks,96,87,1.68,2.23,False,True,183,9,False
2023-10-29,,Toronto Raptors,Philadelphia 76ers,107,114,2.61,1.52,False,False,221,-7,False
2023-10-30,,Los Angeles Clippers,San Antonio Spurs,123,83,1.26,4.05,False,True,206,40,False
2023-10-30,,Philadelphia 76ers,Portland Trail Blazers,126,98,1.24,4.15,False,True,224,28,False
2023-10-30,,Sacramento Kings,Los Angeles Lakers,132,127,1.74,2.15,True,True,259,5,False
2023-10-30,,Houston Rockets,Golden State Warriors,95,106,3.19,1.34,False,False,201,-11,False
2023-10-30,,Oklahoma City Thunder,Denver Nuggets,95,128,2.37,1.62,False,False,223,-33,False
2023-10-30,,Milwaukee Bucks,Atlanta Hawks,110,127,1.4,3.04,False,False,237,-17,False
2023-10-31,,Milwaukee Bucks,Miami Heat,122,114,1.33,3.44,False,True,236,8,False
2023-10-31,,Charlotte Hornets,Brooklyn Nets,121,133,2.04,1.81,False,False,254,-12,False
2023-10-31,,Washington Wizards,Boston Celtics,107,126,4.83,1.19,False,False,233,-19,False
2023-10-31,,Toronto Raptors,Portland Trail Blazers,91,99,1.22,4.44,False,False,190,-8,False
2023-10-31,,Indiana Pacers,Chicago Bulls,105,112,1.65,2.31,False,False,217,-7,False
2023-10-31,,Atlanta Hawks,Minnesota Timberwolves,127,113,2.15,1.74,False,True,240,14,False
2023-10-31,,Memphis Grizzlies,Dallas Mavericks,110,125,1.85,2.0,False,False,235,-15,False
2023-10-31,,Denver Nuggets,Utah Jazz,110,102,1.26,4.03,False,True,212,8,False
2023-10-31,,Los Angeles Lakers,Orlando Magic,106,103,1.6,2.4,False,True,209,3,False
2023-10-31,,New Orleans Pelicans,Golden State Warriors,102,130,1.63,2.36,False,False,232,-28,False
2023-10-31,,Oklahoma City Thunder,Detroit Pistons,124,112,1.39,3.08,False,True,236,12,False
2023-11-01,,Cleveland Cavaliers,New York Knicks,91,109,2.09,1.78,False,False,200,-18,False
2023-11-01,,Phoenix Suns,San Antonio Spurs,114,115,1.34,3.32,False,False,229,-1,False
2023-11-01,,Los Angeles Clippers,Orlando Magic,118,102,1.4,3.06,False,True,220,16,False
2023-11-02,,New York Knicks,Cleveland Cavaliers,89,95,1.46,2.79,False,False,184,-6,False
2023-11-02,,Detroit Pistons,Portland Trail Blazers,101,110,1.63,2.33,False,False,211,-9,False
2023-11-02,,Toronto Raptors,Milwaukee Bucks,130,111,2.52,1.56,False,True,241,19,False
2023-11-02,,Miami Heat,Brooklyn Nets,105,109,1.38,3.13,False,False,214,-4,False
2023-11-02,,Atlanta Hawks,Washington Wizards,130,121,1.22,4.46,False,True,251,9,False
2023-11-02,,Boston Celtics,Indiana Pacers,155,104,1.14,6.12,False,True,259,51,False
2023-11-02,,Oklahoma City Thunder,New Orleans Pelicans,106,110,1.63,2.35,False,False,216,-4,False
2023-11-02,,Minnesota Timberwolves,Denver Nuggets,110,89,2.11,1.77,False,True,199,21,False
2023-11-02,,Golden State Warriors,Sacramento Kings,102,101,1.38,3.17,False,True,203,1,False
2023-11-02,,Houston Rockets,Charlotte Hornets,128,119,1.68,2.25,False,True,247,9,False
2023-11-02,,Los Angeles Lakers,Los Angeles Clippers,130,125,1.65,2.3,True,True,255,5,False
2023-11-02,,Dallas Mavericks,Chicago Bulls,114,105,1.61,2.38,False,True,219,9,False
2023-11-02,,Utah Jazz,Memphis Grizzlies,133,109,1.78,2.09,False,True,242,24,False
2023-11-03,,Philadelphia 76ers,Toronto Raptors,114,99,1.33,3.4,False,True,213,15,False
2023-11-03,,New Orleans Pelicans,Detroit Pistons,125,116,1.54,2.56,False,True,241,9,False
2023-11-03,,Utah Jazz,Orlando Magic,113,115,2.05,1.81,False,False,228,-2,False
2023-11-03,,Phoenix Suns,San Antonio Spurs,121,132,1.19,4.9,False,False,253,-11,False
2023-11-04,,Denver Nuggets,Dallas Mavericks,125,114,1.43,2.92,False,True,239,11,False
2023-11-04,,Portland Trail Blazers,Memphis Grizzlies,115,113,2.38,1.62,True,True,228,2,False
2023-11-04,,Chicago Bulls,Brooklyn Nets,107,109,1.59,2.44,False,False,216,-2,False
2023-11-04,,Indiana Pacers,Cleveland Cavaliers,121,116,2.12,1.76,False,True,237,5,False
2023-11-04,,Miami Heat,Washington Wizards,121,114,1.25,4.12,False,True,235,7,False
2023-11-04,,Milwaukee Bucks,New York Knicks,110,105,1.48,2.76,False,True,215,5,False
2023-11-04,,Oklahoma City Thunder,Golden State Warriors,139,141,2.99,1.41,False,False,280,-2,False
2023-11-05,,New Orleans Pelicans,Atlanta Hawks,105,123,1.77,2.1,False,False,228,-18,False
2023-11-05,,Orlando Magic,Los Angeles Lakers,120,101,2.39,1.61,False,True,221,19,False
2023-11-05,,Philadelphia 76ers,Phoenix Suns,112,100,1.4,3.02,False,True,212,12,False
2023-11-05,,Indiana Pacers,Charlotte Hornets,124,125,1.51,2.63,False,False,249,-1,False
2023-11-05,,Minnesota Timberwolves,Utah Jazz,123,95,1.32,3.51,False,True,218,28,False
2023-11-05,,Brooklyn Nets,Boston Celtics,114,124,4.66,1.21,False,False,238,-10,False
2023-11-05,,Houston Rockets,Sacramento Kings,107,89,2.17,1.73,False,True,196,18,False
2023-11-05,,Denver Nuggets,Chicago Bulls,123,101,1.25,4.18,False,True,224,22,False
2023-11-06,,Detroit Pistons,Phoenix Suns,106,120,2.33,1.64,False,False,226,-14,False
2023-11-06,,San Antonio Spurs,Toronto Raptors,116,123,2.44,1.59,True,False,239,-7,False
2023-11-06,,Cleveland Cavaliers,Golden State Warriors,115,104,1.87,1.98,False,True,219,11,False
2023-11-06,,Dallas Mavericks,Charlotte Hornets,124,118,1.17,5.38,False,True,242,6,False
2023-11-06,,Portland Trail Blazers,Memphis Grizzlies,100,112,2.32,1.65,False,False,212,-12,False
2023-11-07,,Brooklyn Nets,Milwaukee Bucks,125,129,2.63,1.52,False,False,254,-4,False
2023-11-07,,Philadelphia 76ers,Washington Wizards,146,128,1.17,5.33,False,True,274,18,False
2023-11-07,,Indiana Pacers,San Antonio Spurs,152,111,1.27,4.02,False,True,263,41,False
2023-11-07,,Detroit Pistons,Golden State Warriors,109,120,3.95,1.27,False,False,229,-11,False
2023-11-07,,Orlando Magic,Dallas Mavericks,102,117,1.94,1.9,False,False,219,-15,False
2023-11-07,,Miami Heat,Los Angeles Lakers,108,107,1.81,2.05,False,True,215,1,False
2023-11-07,,Minnesota Timberwolves,Boston Celtics,114,109,2.36,1.63,True,True,223,5,False
2023-11-07,,Houston Rockets,Sacramento Kings,122,97,2.11,1.77,False,True,219,25,False
2023-11-07,,Chicago Bulls,Utah Jazz,130,113,1.57,2.5,False,True,243,17,False
2023-11-07,,Oklahoma City Thunder,Atlanta Hawks,126,117,1.9,1.95,False,True,243,9,False
2023-11-07,,Denver Nuggets,New Orleans Pelicans,134,116,1.4,3.07,False,True,250,18,False
2023-11-07,,New York Knicks,Los Angeles Clippers,111,97,1.83,2.02,False,True,208,14,False
2023-11-09,,Memphis Grizzlies,Miami Heat,102,108,2.07,1.8,False,False,210,-6,False
2023-11-09,,New York Knicks,San Antonio Spurs,126,105,1.26,4.0,False,True,231,21,False
2023-11-09,,Charlotte Hornets,Washington Wizards,116,132,1.76,2.11,False,False,248,-16,False
2023-11-09,,Philadelphia 76ers,Boston Celtics,106,103,2.22,1.7,False,True,209,3,False
2023-11-09,,Brooklyn Nets,Los Angeles Clippers,100,93,2.79,1.47,False,True,193,7,False
2023-11-09,,Indiana Pacers,Utah Jazz,134,118,1.43,2.94,False,True,252,16,False
2023-11-09,,Minnesota Timberwolves,New Orleans Pelicans,122,101,1.24,4.27,False,True,223,21,False
2023-11-09,,Milwaukee Bucks,Detroit Pistons,120,118,1.14,5.96,False,True,238,2,False
2023-11-09,,Houston Rockets,Los Angeles Lakers,128,94,2.1,1.78,False,True,222,34,False
2023-11-09,,Oklahoma City Thunder,Cleveland Cavaliers,128,120,2.1,1.78,False,True,248,8,False
2023-11-09,,Chicago Bulls,Phoenix Suns,115,116,1.97,1.88,True,False,231,-1,False
2023-11-09,,Dallas Mavericks,Toronto Raptors,116,127,1.57,2.47,False,False,243,-11,False
2023-11-09,,Sacramento Kings,Portland Trail Blazers,121,118,1.31,3.64,True,True,239,3,False
2023-11-09,,Denver Nuggets,Golden State Warriors,108,105,1.54,2.56,False,True,213,3,False
2023-11-10,,Indiana Pacers,Milwaukee Bucks,126,124,1.99,1.85,False,True,250,2,False
2023-11-10,,Orlando Magic,Atlanta Hawks,119,120,2.35,1.63,False,False,239,-1,False
2023-11-11,,Detroit Pistons,Philadelphia 76ers,106,114,3.95,1.27,False,False,220,-8,False
2023-11-11,,Washington Wizards,Charlotte Hornets,117,124,1.67,2.27,False,False,241,-7,False
2023-11-11,,Boston Celtics,Brooklyn Nets,121,107,1.15,5.61,False,True,228,14,False
2023-11-11,,San Antonio Spurs,Minnesota Timberwolves,110,117,3.32,1.35,False,False,227,-7,False
2023-11-11,,Phoenix Suns,Los Angeles Lakers,119,122,1.76,2.13,False,False,241,-3,False
2023-11-11,,Houston Rockets,New Orleans Pelicans,104,101,1.71,2.22,False,True,205,3,False
2023-11-11,,Dallas Mavericks,Los Angeles Clippers,144,126,1.86,1.99,False,True,270,18,False
2023-11-11,,Memphis Grizzlies,Utah Jazz,121,127,1.51,2.65,False,False,248,-6,False
2023-11-11,,Sacramento Kings,Oklahoma City Thunder,105,98,2.05,1.81,False,True,203,7,False
2023-11-12,,Golden State Warriors,Cleveland Cavaliers,110,118,1.56,2.52,False,False,228,-8,False
2023-11-12,,Atlanta Hawks,Miami Heat,109,117,1.33,3.45,False,False,226,-8,False
2023-11-12,,Orlando Magic,Milwaukee Bucks,112,97,2.11,1.77,False,True,209,15,False
2023-11-12,,Boston Celtics,Toronto Raptors,117,94,1.26,4.05,False,True,211,23,False
2023-11-13,,Los Angeles Clippers,Memphis Grizzlies,101,105,1.29,3.79,False,False,206,-4,False
2023-11-13,,Houston Rockets,Denver Nuggets,107,104,2.63,1.52,False,True,211,3,False
2023-11-13,,Brooklyn Nets,Washington Wizards,102,94,1.36,3.22,False,True,196,8,False
2023-11-13,,Philadelphia 76ers,Indiana Pacers,137,126,1.38,3.15,False,True,263,11,False
2023-11-13,,New York Knicks,Charlotte Hornets,129,107,1.2,4.89,False,True,236,22,False
2023-11-13,,San Antonio Spurs,Miami Heat,113,118,2.06,1.8,False,False,231,-5,False
2023-11-13,,Phoenix Suns,Oklahoma City Thunder,99,111,1.62,2.38,False,False,210,-12,False
2023-11-13,,Golden State Warriors,Minnesota Timberwolves,110,116,1.66,2.3,False,False,226,-6,False
2023-11-13,,Los Angeles Lakers,Portland Trail Blazers,116,110,1.27,3.99,False,True,226,6,False
2023-11-13,,Chicago Bulls,Detroit Pistons,119,108,1.39,3.1,False,True,227,11,False
2023-11-13,,New Orleans Pelicans,Dallas Mavericks,124,136,2.35,1.63,False,False,260,-12,False
2023-11-14,,Sacramento Kings,Cleveland Cavaliers,132,120,1.89,1.95,False,True,252,12,False
2023-11-14,,Toronto Raptors,Washington Wizards,111,107,1.29,3.82,False,True,218,4,False
2023-11-14,,Boston Celtics,New York Knicks,114,98,1.24,4.32,False,True,212,16,False
2023-11-14,,Milwaukee Bucks,Chicago Bulls,118,109,1.23,4.31,False,True,227,9,False
2023-11-15,,Detroit Pistons,Atlanta Hawks,120,126,2.58,1.53,False,False,246,-6,False
2023-11-15,,Utah Jazz,Portland Trail Blazers,115,99,1.38,3.14,False,True,214,16,False
2023-11-15,,Charlotte Hornets,Miami Heat,105,111,2.99,1.42,False,False,216,-6,False
2023-11-15,,Brooklyn Nets,Orlando Magic,124,104,1.71,2.21,False,True,228,20,False
2023-11-15,,Philadelphia 76ers,Indiana Pacers,126,132,1.46,2.84,False,False,258,-6,False
2023-11-15,,Denver Nuggets,Los Angeles Clippers,111,108,1.54,2.57,False,True,219,3,False
2023-11-15,,Oklahoma City Thunder,San Antonio Spurs,123,87,1.2,4.76,False,True,210,36,False
2023-11-15,,New Orleans Pelicans,Dallas Mavericks,131,110,2.36,1.62,False,True,241,21,False
2023-11-15,,Golden State Warriors,Minnesota Timberwolves,101,104,2.3,1.66,False,False,205,-3,False
2023-11-15,,Los Angeles Lakers,Memphis Grizzlies,134,107,1.39,3.13,False,True,241,27,False
2023-11-16,,Portland Trail Blazers,Cleveland Cavaliers,95,109,4.53,1.22,False,False,204,-14,False
2023-11-16,,Los Angeles Lakers,Sacramento Kings,110,125,1.96,1.89,False,False,235,-15,False
2023-11-16,,Phoenix Suns,Minnesota Timberwolves,133,115,1.56,2.57,False,True,248,18,False
2023-11-16,,Chicago Bulls,Orlando Magic,94,96,1.76,2.11,False,False,190,-2,False
2023-11-16,,Philadelphia 76ers,Boston Celtics,107,117,2.0,1.85,False,False,224,-10,False
2023-11-16,,Toronto Raptors,Milwaukee Bucks,112,128,1.98,1.88,False,False,240,-16,False
2023-11-16,,Washington Wizards,Dallas Mavericks,117,130,2.5,1.56,False,False,247,-13,False
2023-11-16,,Atlanta Hawks,New York Knicks,114,116,1.83,2.02,False,False,230,-2,False
2023-11-17,,Miami Heat,Brooklyn Nets,122,115,1.63,2.39,False,True,237,7,False
2023-11-17,,Golden State Warriors,Oklahoma City Thunder,109,128,2.33,1.63,False,False,237,-19,False
2023-11-18,,Toronto Raptors,Boston Celtics,105,108,4.01,1.26,False,False,213,-3,False
2023-11-18,,San Antonio Spurs,Sacramento Kings,120,129,3.8,1.28,False,False,249,-9,False
2023-11-18,,Chicago Bulls,Orlando Magic,97,103,1.62,2.35,False,False,200,-6,False
2023-11-18,,Charlotte Hornets,Milwaukee Bucks,99,130,3.95,1.27,False,False,229,-31,False
2023-11-18,,Cleveland Cavaliers,Detroit Pistons,108,100,1.27,3.96,False,True,208,8,False
2023-11-18,,Washington Wizards,New York Knicks,99,120,3.28,1.36,False,False,219,-21,False
2023-11-18,,Atlanta Hawks,Philadelphia 76ers,116,126,2.02,1.84,False,False,242,-10,False
2023-11-18,,New Orleans Pelicans,Denver Nuggets,115,110,2.59,1.52,False,True,225,5,False
2023-11-18,,Utah Jazz,Phoenix Suns,128,131,2.72,1.49,False,False,259,-3,False
2023-11-18,,Los Angeles Clippers,Houston Rockets,106,100,1.35,3.38,False,True,206,6,False
2023-11-18,,Portland Trail Blazers,Los Angeles Lakers,95,107,4.24,1.24,False,False,202,-12,False
2023-11-19,,Charlotte Hornets,New York Knicks,108,122,3.08,1.4,False,False,230,-14,False
2023-11-19,,New Orleans Pelicans,Minnesota Timberwolves,120,121,3.39,1.34,False,False,241,-1,False
2023-11-19,,San Antonio Spurs,Memphis Grizzlies,108,120,2.29,1.66,False,False,228,-12,False
2023-11-19,,Milwaukee Bucks,Dallas Mavericks,132,125,1.8,2.08,False,True,257,7,False
2023-11-19,,Chicago Bulls,Miami Heat,102,97,2.07,1.8,False,True,199,5,False
2023-11-19,,Golden State Warriors,Oklahoma City Thunder,123,130,1.78,2.11,True,False,253,-7,False
2023-11-20,,Brooklyn Nets,Philadelphia 76ers,99,121,2.41,1.61,False,False,220,-22,False
2023-11-20,,Dallas Mavericks,Sacramento Kings,113,129,1.84,2.01,False,False,242,-16,False
2023-11-20,,Toronto Raptors,Detroit Pistons,142,113,1.23,4.37,False,True,255,29,False
2023-11-20,,Cleveland Cavaliers,Denver Nuggets,121,109,2.54,1.55,False,True,230,12,False
2023-11-20,,Los Angeles Lakers,Houston Rockets,105,104,1.42,2.95,False,True,209,1,False
2023-11-20,,Utah Jazz,Phoenix Suns,137,140,2.6,1.53,True,False,277,-3,False
2023-11-20,,Memphis Grizzlies,Boston Celtics,100,102,5.74,1.15,False,False,202,-2,False
2023-11-20,,Portland Trail Blazers,Oklahoma City Thunder,91,134,3.24,1.36,False,False,225,-43,False
2023-11-20,,Indiana Pacers,Orlando Magic,116,128,1.55,2.55,False,False,244,-12,False
2023-11-21,,Detroit Pistons,Denver Nuggets,103,107,4.39,1.23,False,False,210,-4,False
2023-11-21,,New Orleans Pelicans,Sacramento Kings,129,93,2.02,1.84,False,True,222,36,False
2023-11-21,,Washington Wizards,Milwaukee Bucks,129,142,4.62,1.21,False,False,271,-13,False
2023-11-21,,Charlotte Hornets,Boston Celtics,121,118,3.86,1.28,True,True,239,3,False
2023-11-21,,Chicago Bulls,Miami Heat,100,118,2.03,1.83,False,False,218,-18,False
2023-11-21,,Minnesota Timberwolves,New York Knicks,117,100,1.73,2.17,False,True,217,17,False
2023-11-21,,Golden State Warriors,Houston Rockets,121,116,1.34,3.38,False,True,237,5,False
2023-11-21,,San Antonio Spurs,Los Angeles Clippers,99,124,3.92,1.27,False,False,223,-25,False
2023-11-22,,Orlando Magic,Toronto Raptors,126,107,1.81,2.05,False,True,233,19,False
2023-11-22,,Philadelphia 76ers,Cleveland Cavaliers,119,122,1.3,3.65,True,False,241,-3,False
2023-11-22,,Atlanta Hawks,Indiana Pacers,152,157,1.63,2.37,False,False,309,-5,False
2023-11-22,,Phoenix Suns,Portland Trail Blazers,120,107,1.13,6.43,False,True,227,13,False
2023-11-22,,Los Angeles Lakers,Utah Jazz,131,99,1.33,3.46,False,True,230,32,False
2023-11-23,,San Antonio Spurs,Los Angeles Clippers,102,109,3.76,1.29,False,False,211,-7,False
2023-11-23,,Charlotte Hornets,Washington Wizards,117,114,1.59,2.45,False,True,231,3,False
2023-11-23,,Indiana Pacers,Toronto Raptors,131,132,1.71,2.22,False,False,263,-1,False
